[2026-04-11 22:33:18] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-10
正在获取论文...
[IEEE] 2026-4-10 | Bandwidth-Efficient Robust Threshold ECDSA in Three Rounds_supp1-3682606.pdf
[NO] 392/700 | Development of Truck Crane Virtual Simulation Experimental Platform Based on Unity3D
[NO] 393/700 | Wind Farm and Solar Farm Volatility Optimization Model
[NO] 394/700 | A Decade of the Most Engaging Event at IMS: The John Bandler Memorial 3MT Competition Turns 10
[NO] 395/700 | Novel Decentralized Load Shedding Algorithm for Preserving Voltage Stability in Smart Grids
[NO] 396/700 | DGAE: Dynamic Graph Convolutional Network for Multi-Slice Spatial Transcriptomics Alignment and Enhancement_supp1-3682296.docx
[NO] 397/700 | Taylor Weighted Least Squares Phasor Estimation of Electrical Waveforms Affected by Harmonics and Interharmonics
[NO] 398/700 | Robust Beamforming Under Beam Split and Angular Uncertainty in Terahertz Communications
[NO] 399/700 | Social Network Large-Scale Group Decision-Making Based on Feature Selection and Pseudo-Trust Behavior
[NO] 400/700 | Microservice Orchestration with Database for Delay-Sensitive Applications in Cloud-Edge Networks via Deep Reinforcement Learning
[NO] 401/700 | Simulation of Magnetic Saturation Characteristics of Pulse Transformer Based on Inverse Jiles–Atherton Model
[NO] 402/700 | KG-CMI: Knowledge Graph Enhanced Cross-Mamba Interaction for Medical Visual Question Answering
[NO] 403/700 | Adaptive Logarithmic Terminal Sliding-Mode Control With Deep Reinforcement Learning
[NO] 404/700 | The MicroApps Seminars: 50+ High-Impact Sessions Driving the Future of RF and Microwave Technology
[NO] 405/700 | Scrum for Safety-Critical Software Development
[NO] 406/700 | The Evolution of Agile and Hybrid Project Management Methodologies: A Systematic Literature Review
[NO] 407/700 | A Software Tool to Support Structured Object-Oriented Programming
[NO] 408/700 | OmniHands: Robust Motion Capture of Interactive Hands via A Versatile Transformer
[NO] 409/700 | Numerical and Experimental Investigation of Eddy Current Losses in Superconducting On-Board Magnets for Electrodynamic Suspension
[NO] 410/700 | A Capacitor-Clamped SS Compensated Topology With Inherent Overcurrent Suppression for Inductive Power Transfer
[NO] 411/700 | UAV-assisted Dual-hop Mixed IOCAS/RF Relay System
[NO] 412/700 | Phase-Enhanced Partially Connected Neural Network for Digital Predistortion in Multi-User MIMO Systems
[NO] 413/700 | Topside Ionospheric Characterization and NeQuick2 Model Evaluation Based on Tianmu-1 and COSMIC-2 Observations
[NO] 414/700 | High Performance L-band Thermally Tuned Multi-Channel Interference Laser Based on Butt-joint Regrowth with Fast Characterization
[NO] 415/700 | RWW 2027 Call for Papers RWS
[NO] 416/700 | DreamAssemble: Complex Multi-object Text-to-3D Generation via Multi-Density Neural Fields
[NO] 417/700 | Field Reconstruction for High-Frequency Electromagnetic Exposure Assessment Based on Deep Learning
[NO] 418/700 | Impact-Safe Martial Arts Training via Secure Digital Twin Standardization and 6G Edge-Enabled Collaborative Computing
[NO] 419/700 | Detecting Flaky Tests by Controlling Nondeterministic API Behavior
[NO] 420/700 | Quantum-Enhanced Deep Learning for Resilient Cyberattack Detection in Smart Grids
[NO] 421/700 | Step Into the Spotlight: Become an IMS2026 Student Ambassador in Boston!
[NO] 422/700 | ATMAD: Agile Transistor Compact Modeling with Parameter Extraction Based on Automatic Differentiation
[NO] 423/700 | CFAIR: A Cloud-Hosted Commerce System for Managing Fish Products Utilizing Hyperledger Fabric Blockchain for Data Governance
[NO] 424/700 | Design and Research on Haulage Reducer of Mining Continuous Shearer
[NO] 425/700 | Research on the Impact of Artificial Intelligence Technology Application on Corporate Risk-Taking in Manufacturing Enterprises: Analysis Based on Multiple Linear Regression Model
[NO] 426/700 | Analyzing Credibility of Online Product Reviews Using BERT Model
[NO] 427/700 | Online Input Grammar Synthesis Aided Symbolic Execution
[NO] 428/700 | Process-Centric Analysis of Agentic Software Systems
[NO] 429/700 | Highly Sensitive Optical Fiber Humidity Sensor Based on Cellulose Nanocrystals
[NO] 430/700 | Front Cover
[NO] 431/700 | Trustworthy Collaborative Inference in Edge LLM Servicing: the Credibility-Aware MoE Scheduling
[NO] 432/700 | A Lyapunov-Based Event-Triggered Model Predictive Control Approach for Safe Tracking Control of Discrete-Time Nonlinear Systems
[NO] 433/700 | MSG: Multi-Stream Generative Policies for Sample-Efficient Robotic Manipulation_supp1-3682566.mp4
[NO] 434/700 | Journal of Lightwave Technology Information for Authors
[NO] 435/700 | Influence of Magnetic Field Averaging on Modeling Magnetic Properties of Molecular Nanomagnets
[NO] 436/700 | Hyper-Exponential Synchronization of Directed Higher-Order Networks
[YES] 437/700 | An Application of ChatGPT4o to Generate Requirement Definition Documents and Its Evaluation: An Industrial Case Study
[NO] 438/700 | A Systematic Literature Review of Workflow Efficiency in Software Development Through the Kanban Framework
[NO] 439/700 | An Empirical Study on Software Design Inspections - Effectiveness of Software Design Error Taxonomy
[NO] 440/700 | Strengthening Resilience in DriveCare: A Thorough Assessment of Security Posture
[NO] 441/700 | Reduced-Order Modeling for Wake Flow Past Plates Based on Sparse Identification of Nonlinear Dynamics
[NO] 442/700 | Past, Present, and Future of Bug Tracking in the Generative AI Era
[NO] 443/700 | A Robust and Efficient Intersection Algorithm for NURBS Surfaces: Handling Small Loops and Tangent Intersections
[NO] 444/700 | Deegen: A JIT-Capable VM Generator for Dynamic Languages
[NO] 445/700 | Prunario: Testing Autonomous Driving Systems by Pruning Likely Redundant Scenarios
[NO] 446/700 | A Minimalist Proof Language for Neural Theorem Proving over Isabelle/HOL
[NO] 447/700 | Preface
[NO] 448/700 | Minimal Feedback Control Signaling for RIS: Codebook Design and SNR Analysis
[NO] 449/700 | Distributed Secure State Estimation Against Byzantine Agents: A Multi-hop Relay-based Sorting and Filtering Method
[NO] 450/700 | Spatial-Aware and Viewpoint-Robust Vision-Language Navigation
[NO] 451/700 | Conference Calendar
[NO] 452/700 | NVMS-SLAM: Normal Vector-based Multi-Session LiDAR SLAM in Indoor Environments
[NO] 453/700 | A Preview of Upcoming IMS2026 Panels
[NO] 454/700 | Low-Cost Implantable Neurophysiology Recorder for Resource-Limited Settings
[NO] 455/700 | Student Paper Competitions at IMS2026
[NO] 456/700 | MTT-S Awards and the 2026 IEEE MTT-S Awards Banquet
[NO] 457/700 | Hybrid Modeling Calculation for High-Frequency Eddy Current Losses in Windings of Permanent Magnet Machines
[NO] 458/700 | TC-14 Technical Committee Report [MTT-S Society News]
[NO] 459/700 | Falcon: Event-Driven Hybrid Object Tracking SoC With Bit-Column-Similarity-Based MRAM PIM and Heterogeneous Read-Only-Once Attention Flow
[NO] 460/700 | Blank Page
[NO] 461/700 | Simplicial Graph-Based Detection and Localization of Cyber Attacks Against Large-Scale Smart Grids
[NO] 462/700 | Optimization of Air-gap Profile in Dual-Permanent-Magnet Vernier Motor for Torque Ripple Reduction
[NO] 463/700 | A Multi-Standing-Wave Field Microwave Cavity for Compact Cold-Atom Ramsey Clocks
[NO] 464/700 | Analysis and Mitigation of Unintentional Reverse Active Power for Grid-Forming Converters During Voltage Sag Recovery
[NO] 465/700 | Integrated Actuarial-Heritage Resilience Framework for Mega-Disaster Emergency Management of Urban Cultural Infrastructure
[NO] 466/700 | Temperature Uniformity Optimization in Multi-Source Microwave Heating via Topology Reconstruction
[NO] 467/700 | Simulation and Optimization of Flow, Heat Transfer and Inclusion Behavior of Four-Strand Tundish
[NO] 468/700 | Mathematical Modeling of Parallel Logistics Path Optimization Problem and Its Solution Via Improved Genetic Algorithm
[NO] 469/700 | Patterns and widgets for collaboration awareness in next-generation groupware
[NO] 470/700 | A Note on Software Reliability Modeling Based on Hawkes Processes with Gamma Type Base Intensity
[NO] 471/700 | A Metal&amp;#x2013;Quartz Composite Nozzle for Stable Electrohydrodynamic Jet Printing on Flexible Substrates_supp1-3680580.docx
[NO] 472/700 | Decoupled Characterization of Electro-Opto-Mechanical Transduction—Leveraging Pull-In Hysteresis in NEMS Photonic Modulators
[NO] 473/700 | Multi-layer Subspace Knowledge Transfer Framework for Open-set Recognition
[NO] 474/700 | Steady-State Security Region Boundary Characterization in Power Systems With Limited Samples: A Geometry-Guided Hybrid Approach
[NO] 475/700 | Multi-Omics Graph Attention Network for Key Gene Prediction in Triple-Negative Breast Cancer_supp1-3682485.doc
[NO] 476/700 | Active Directional Solidification Control for a Structurally Robust Gallium Fixed-Point Blackbody in High-Accuracy Infrared Calibration
[NO] 477/700 | MTT-S Awards Nominations
[NO] 478/700 | The IMS2026 Exhibition
[NO] 479/700 | A Hybrid Transmission Network Traveling Wave Location Method Based on Fault Deduction and Wave Speed Optimization
[YES] 480/700 | Scylla: Translating an Applicative Subset of C to Safe Rust
[YES] 481/700 | Grammar Repair with Examples and Tree Automata
[NO] 482/700 | Class-Dictionary Specialization with Rank-2 Polymorphic Functions
[NO] 483/700 | Exploratory Analysis of Audio Features for Dominant Feature Identification: A Multimodal Machine Learning Evaluation of Song Popularity Prediction Using Deep Neural Networks, Clustering, and Regression Models
[NO] 484/700 | Level of Satisfaction Among Users of the E-Gov Application ‘Sahel’
[NO] 485/700 | Numerical Study on the Behavior of Exothermic Processes of Packed Bed Latent Heat Storage
[NO] 486/700 | Simulation of the Subchannel Analysis Software DASSH in a Lead Bismuth Eutectic Cooled 19 Pins Rod Bundle
[NO] 487/700 | Storage Location Allocation Under Two-Warehouse Coordination
[NO] 488/700 | Solution of Elliptical Singular Perturbation Problems on Several Types of Layer Adaptive Meshes
[NO] 489/700 | Digital Twin Modeling for the Conveyor Logistics System in the Semi-Finished Product Area of a Cigarette Factory
[NO] 490/700 | Space-Time-Frequency Synthetic Integrated Sensing and Communication Networks
[NO] 491/700 | Design of Intelligent Energy-Saving Dispatching System for 5G Base Stations Based on Edge Computing
[NO] 492/700 | FlePo: GPU Multi-task Scheduling Optimization Framework for Dynamic Scenes
[YES] 493/700 | IRIDIUM: A Framework for Statically Optimizing JavaScript Programs
[NO] 494/700 | Cross-Process Error Detection in Industrial Screw Driving Operations Using Time Series Classification
[NO] 495/700 | Employee Performance when Implementing Agile Practices in an IT Workforce
[NO] 496/700 | Surface Roughness and Accuracy Optimization in Thin-Walled Components by MDP based Reinforcement Learning Technique_supp1-3681771.pdf
[NO] 497/700 | A Lightweight and Secure Semantic Communication Architecture for Edge–IoT–6G Systems
[NO] 498/700 | A 124 µW Inductive Sensing SoC With Force and Position Detection for Virtual Buttons
[NO] 499/700 | EP-UNet++: Advancing Landslide Monitoring Through Enhanced Remote Sensing Semantic Segmentation
[NO] 500/700 | A Wireless Battery-Free Probe-Free Disposable Electrical-Digital-PCR Chip
[NO] 501/700 | “Feeling” the Stretch: Enhancing Embodiment in Virtual Arm Elongation through Spatiotemporal Modulation of Visio-Haptic Feedback_supp1-3679123.mp4
[NO] 502/700 | Descriptor:
                    <i>Waiting in Line in Virtual Reality Dataset (WAIT)</i>
[NO] 503/700 | Controlling Powered Prosthesis Joint Impedance over Continuous Stance Transitions Between Walking and Stair Ascent/Descent
[NO] 504/700 | Visualization of Frequency-Varying Mechanical Vibrations via Automatic Resonance Tuning
[NO] 505/700 | Adjustable Low-Cost Highly Sensitive Microwave Oscillator Sensor for Liquid Level Detection
[NO] 506/700 | AV-DTEC: Self-Supervised Audio-Visual Fusion for Drone 3D Trajectory Estimation and Classification
[NO] 507/700 | Cross-Modality Neighborhood Attention Network for Fine-Grained Sketch-Based Image Retrieval
[NO] 508/700 | From Symbols to Synapses: The Reemergence of Agency in the Large Language Model Era
[NO] 509/700 | Effect of Undercooling, Noise, and Anisotropy on Equiaxed Dendrite Morphology of Steel during Thin-Slab Continuous Casting Process Using Phase-Field Simulation
[NO] 510/700 | Characterization of Impact Damage Uncertainty of Composite Materials Based on Bayesian Neural Network
[NO] 511/700 | Numerical Analysis of the Elastic Waves De-Icing Mechanism Under Impact Loading
[NO] 512/700 | A Fast Detection Method for Joint Bearing Defects of Industrial Robot Based on Time-Frequency-Optimized Blind Deconvolution
[NO] 513/700 | Differential Execution with Lexical Tracing
[YES] 514/700 | Software Artifact for &amp;quot;CMakeSonar: A Static Approach to Detecting CMake Bugs with a Fine-Grained Type System&amp;quot;
[NO] 515/700 | Multi-Layer Network Node Clustering based on Adaptive Layer Aggregation
[NO] 516/700 | Optimization and Computational Performance Analysis of Particle Swarm Optimization Algorithm in Heavy Metal Atmospheric Deposition Transport Modeling
[NO] 517/700 | Attitude Control of Service Spacecraft Using Flexible Rod to Detumble a Non-Cooperative Rotating Satellite
[NO] 518/700 | Research on Face Recognition Based on Optimal Mean Cosine Angle 2DPCA
[NO] 519/700 | CAMO: A Cognitive Architecture for Manufacturing Optimization Integrating Artificial Intelligence and Algorithms
[NO] 520/700 | Wavelength-Tunable Self-Pulsed Tm:GdScO₃ Laser Using an Intracavity Birefringent Filter
[NO] 521/700 | Wave-Equation Diffraction Imaging Using Recursive Beamforming and Envelope Multiplication
[NO] 522/700 | Nash Equilibrium Verification of Inverse Linear-Quadratic Differential Games Over Networks
[NO] 523/700 | IMS2026 Amateur Radio Reception: New Radio Frontiers and Old Radio Friends
[NO] 524/700 | EIRP-Based Ray Tracing Simulation and Experimental EMF Exposure Assessment of Operational 5G-NR MaMIMO Base Stations
[NO] 525/700 | A Multi-Scale Feature Fusion Method Based on DenseNet for UWB Radar Gesture Recognition
[NO] 526/700 | Welcome to IMS2026 in Boston! [From the Editor's Desk]
[NO] 527/700 | Journal of Lightwave Technology Information for Authors
[NO] 528/700 | High-Precision Fluorescent Temperature Probe Based on FIR Method for Human Body Temperature Measurement
[NO] 529/700 | Design Of Multi-stage Multi-section Microstrip line based 8-way Wilkinson Power Divider for Wideband Linear Antenna Array Applications
[NO] 530/700 | Transformer-Enhanced Joint Information Extraction Framework for Bladder Cancer Medical Dialogue Analysis
[NO] 531/700 | Distributed Output Formation Optimal Tracking of Heterogeneous Linear Multiagent Systems via Distributed Time-Varying Optimization
[NO] 532/700 | Enhanced Deadbeat Predictive Current Control of PMSM Drives With Incremental Extended State Observer and Inductance Self-Correcting
[NO] 533/700 | Type Inference for Functional and Imperative Dynamic Languages
[YES] 534/700 | Phaedrus: Predicting Dynamic Application Behavior with Lightweight Generative Models and LLMs
[NO] 535/700 | Advanced Parametric Estimation Methods for Permanent Magnet BLDC Motor under Uncertainties: Quantification of EV dynamics
[NO] 536/700 | Low Harmonic MSK/GMSK Backscatter Based on Active Transistor Load
[NO] 537/700 | AI Anomaly Detection of 6G Massive Internet of Things From the Perspective of Complex Networks
[NO] 538/700 | Scribble-guided Hierarchical Prompt for SAM-Based Weakly Supervised Salient Object Detection
[NO] 539/700 | Origami-Inspired 3-DoF Robotic Joint Design with Pneumatic Actuators_supp1-3682523.mp4
[NO] 540/700 | IMAS2026 CFP
[NO] 541/700 | A Unidirectional Modular Magnetic-Coupled Converter (MMCC) With Reduced Switch Capacity for None-Regenerative Motor Drive
[NO] 542/700 | Simultaneous Magnetic Actuation and Compound Localization of an Ultrasound Capsule Endoscope in Endoluminal Environment
[NO] 543/700 | Statistical Beamforming Design for the Downlink MISO-NOMA System
[NO] 544/700 | AOZ-InsDet: A Real-Time Insulator Detection Framework Using Adaptive Optical Zoom for UAV Power Transmission Line Inspection
[NO] 545/700 | Decentralized LLM Deployment in Mobile Edge Computing Networks_supp1-3682257.pdf
[NO] 546/700 | Contrastive Imitation Learning-Based Scheduling Towards Deterministic Coordination of Parallel Flows in TSN-Enabled IIoT
[NO] 547/700 | Demagnetization-Induced Harmonic Currents in PMSM Drives: Analysis and Online Neural Network-Based Suppression
[NO] 548/700 | Soft Magnetic Material Core Characterizations and Modeling Under Cryogenic and High Temperature
[NO] 549/700 | Hardware Trojan Design and Detection in Pre-Charge Half Buffer Asynchronous Circuits
[NO] 550/700 | Reframing Paths as Logic: Semantic Segmentation for Vulnerability Detection
[NO] 551/700 | A Hybrid Distorted Coordinate System and Bilayer TSP Optimization for Toolpath Planning in Wire-Arc Additive Manufacturing
[NO] 552/700 | Optimizing the “Bench Dragon” Movement via the Equidistant Spiral Model
[NO] 553/700 | Visual Scene Relationship Modeling Algorithm Based on Graph Attention Network
[NO] 554/700 | An Interactive Multiple-Model Approach for Accurate and Interpretable Trajectory Prediction in Autonomous Docking
[NO] 555/700 | HyTC-TaNet: A Hybrid Deep Learning Model Capturing Multi-day Temporal Dependencies for Daily Mean Air Temperature Estimation with Spatial Applicability Analysis
[NO] 556/700 | Journal of Lightwave Technology Publication Information
[NO] 557/700 | Wideband Circularly Polarized Small-size Triple-patch LTCC Antenna Array for Terahertz Applications
[NO] 558/700 | Internet of Drones System for Real-Time Wireless Water Quality Sensing, 2-D Mapping, 3-D Depth Profiling, and Intelligent Sampling_supp1-3680895.pdf
[NO] 559/700 | IEEE Moving
[NO] 560/700 | Robust Deadbeat Load Torque Observer-Based Direct Torque and Flux Control for Enhanced Speed and Torque Dynamics in SPMSM Drives
[NO] 561/700 | Exploring Spatial Stratified Heterogeneity Patterns in Spatial Data: Balancing Heterogeneity with Stratification Complexity_supp1-3680542.pdf
[NO] 562/700 | IMS2026 Joint RFSA/RFTT Plenary Session and IMS Welcome Reception
[NO] 563/700 | A Comparative Study of Small and Large Language Models for Low-Resource Poultry Disease Knowledge Extraction
[NO] 564/700 | Joint Sensing, Communication, and Computation for Vertical Federated Edge Learning in Edge Perception Networks_supp1-3674960.pdf
[NO] 565/700 | Robust Skew-t Kalman Filter for USBL Tightly-Integrated Positioning System under Measurement Uncertainties
[NO] 566/700 | PromptGuard: Soft Prompt-Guided Unsafe Content Moderation for Text-to-Image Models_supp1-3678787.pdf
[YES] 567/700 | Beyond Coverage: Automatic Test Suite Augmentation for Enhanced Effectiveness using Large Language Models
[NO] 568/700 | Handling Exceptions and Effects with Automatic Resource Analysis
[NO] 569/700 | IoT-Driven Access Control and Usage Tracking for High Voltage Circuit Breakers with i-Button
[NO] 570/700 | Quantum Truncated Differential Meet-In-The-Middle Attack and Its Applications in Lightweight SPN Ciphers
[NO] 571/700 | A Bidding Trading Based Virtual Machine Scheduling Approach in Artificial Intelligence Data Centers
[NO] 572/700 | Research on Detection of Tiny Irregular Defects on Industrial Surfaces Under Complex Background Interference
[NO] 573/700 | Solid Waste Detection with YOLOv9 Using Preprocessing Techniques and Experimental Evaluation, Improving Generalization to Real-World Data via a Data-Centric Preprocessing Pipeline
[NO] 574/700 | Implications of Self-Reported Attitudes Towards UML in Bachelor and Master Software Engineering Courses
[NO] 575/700 | Trust Me, I’m AI: A User-Centric Review of Human-Machine Interaction and Teaming with Explainable AI
[NO] 576/700 | Deep Learning-Driven Time-Varying Fading Channel Estimation for Pinching Antenna Systems
[NO] 577/700 | TunnelEye: An Explainable Framework for Real-Time Detection of Malicious DoH Traffic in High-Speed Backbone Networks
[NO] 578/700 | On Safe Sliding Mode Control Design for Nonlinear Uncertain Systems
[YES] 579/700 | Fully-Automatic Type Inference for Borrows with Lifetimes
[NO] 580/700 | Fail Faster: Staging and Fast Randomness for High-Performance PBT
[YES] 581/700 | SymGPT: Auditing Smart Contracts via Combining Symbolic Execution with Large Language Models
[NO] 582/700 | An Improved Unevenly Distributed Winding Design to Optimize Winding Factor Families for Fractional Slot Concentrated Windings: The Fraternal Twin Machine Concept
[NO] 583/700 | Robust Bearing Fault Diagnosis via Bio-Inspired Spectral Enhancement and Multi-Modal Contrastive Graph Attention_supp1-3680626.pdf
[NO] 584/700 | LAMC2026 CFP
[NO] 585/700 | Building a Sustainable Future Through Technology: Highlights of Two MTT-S Inter-Society Technology Panels at EuMW 2025 [MTT-S Society News]
[NO] 586/700 | Research on Model-based Requirement Acquisition Method for Civil Aircraft Structural Strength Assessment
[NO] 587/700 | Research on a Coordinated Control Method of New Energy Grid and Energy Storage Based on Data-Driven Information Gap Decision Theory
[NO] 588/700 | Does the Optimization of Business Environment Promote the Development of Suburban Railway?——An Empirical Analysis Based on the Two-Way Fixed Effects Model
[NO] 589/700 | Blockchain-Based Multi-Level Data Secure Audit with Hierarchical Key Derivation
[NO] 590/700 | Optimal Selection of Transportation Schemes in Open-Pit Coal Mines Based on Target Cost Decision-Making
[NO] 591/700 | Make it PAWssible: a Client-Specific Dedicated Progressive Web Application for Whelps Animal Shelter
[NO] 592/700 | Hybrid Game Control Envelope Synthesis
[YES] 593/700 | LARTS: Language Abstractions for Real-Time and Secure Systems
[NO] 594/700 | Extended Multiobject Tracking With Nonparametric Bayesian Learning of Object Classes and Model Parameters
[NO] 595/700 | Standards and Interoperability Profiles for 6G Wearable Health Monitoring: A Reference Architecture for Intelligent Sports Applications
[NO] 596/700 | Sharpness-aware Fine-Tuning for OOD Detection_supp1-3679195.pdf
[NO] 597/700 | Revisiting Patch-Based Anomaly Detection via Anti-Aliasing Segmentation and Distribution-Aware Memory Refinement
[NO] 598/700 | IEEE App
[NO] 599/700 | Beamformer Fusion Using Deep Learning for 3D Ultrasound Imaging with Sparse Arrays
[NO] 600/700 | IEEE Dataport
[NO] 601/700 | IEEE Conversation
[NO] 602/700 | Front Cover
[NO] 603/700 | A Cross-Hierarchical Difference Feature Fusion Network Based on Multiscale Encoder–Decoder for Coastal Wetlands Hyperspectral Change Detection
[NO] 604/700 | Stochastic Drift Modeling for NDIR Gas Sensors: Separating Environmental Effects and Instrumental Drift
[NO] 605/700 | An Inverse Capacitance Differential Equation Based Six-Axis Force/Torque Sensor for the High-Accuracy Decoupling of Complex Multi-axis Loads
[NO] 606/700 | Over two thousand years of the oracle problem. Insights from Ancient Delphi for the future of blockchain oracles
[NO] 607/700 | Accelerated Multiphysics Uncertainty Quantification of RF Components for Heterogeneous Integration Using the Preconditioner-Reuse-Based FEM Solver
[NO] 608/700 | IEEE Standard for Speech Recognition and Interaction System for Smart Home--Collection Requirements of Corpus and Noise for Laboratory-Level Testing
[NO] 609/700 | Parametric Study on Heat Transfer Enhancement of Microchannels with Curved Fins Mimicking Shark Skin Structure
[NO] 610/700 | RAT-CAT-SAT: Model Checking Memory Consistency Models
[NO] 611/700 | TopoGeoNet: A Heterogeneous Model for End-to-End Congestion Prediction and Optimization in FPGA Placement
[NO] 612/700 | Mechanically Translating Iterative Dataflow Analysis to Algebraic Program Analysis
[NO] 613/700 | JMW 75th Anniversay CFP
[NO] 614/700 | IEEE Connects
[NO] 615/700 | Z-IDS: Zero-Day Intrusion Detection in IoV using Generative Adversarial Networks
[NO] 616/700 | Aligning Gamification with Learner Motivation: Insights from VR-Based Learning Tasks
[NO] 617/700 | Fracture healing evaluation of tibia treated with external fixator based on vibrational transmissibility: experimental assessment
[NO] 618/700 | Modeling, Characterization, and Compensation of Detection Errors for Differential Frequency Modulation Whole-Angle Hemispherical Resonator Gyroscope
[NO] 619/700 | Credible Uncertainty Quantification under Noise and System Model Mismatch
[NO] 620/700 | Adaptive Virtual Impedance Control for Series Active Compensator to Improve PV Power Injection in Distribution Networks
[NO] 621/700 | A Compact Low-Power Cryo-CMOS Readout With Active Quenching for Superconducting Nanowire Single-Photon Detectors
[NO] 622/700 | Accurate Servo Parameter Identification via Dual Super-Twisting Parallel Observation Network With Cogging Torque Compensation
[NO] 623/700 | Improved Physics-Driven Neural Network for Solving Inverse Scattering Problems
[NO] 624/700 | Mobile Distributed MIMO (MD-MIMO) for NextG: Mobility Meets Cooperation in Distributed Arrays
[NO] 625/700 | Fine-Grained IoT Device Fingerprinting Using Active Probing
[NO] 626/700 | Unidirectional Saturation in Closed-Loop Self-Oscillating Fluxgate Current Sensors: Analysis, Recovery Method, and Circuit Design
[NO] 627/700 | Table of Contents
[NO] 628/700 | RWW 2027 Call for Papers WISnet
[NO] 629/700 | Microwave Heating Optimisation Study Based on a PSO-BP Leader Prediction System
[NO] 630/700 | The Influence of Impulse on the De-Icing Effect of Catenary and the Mechanism of Ice Fracture
[NO] 631/700 | Models and Solutions for Vehicle Routing Problem with Simultaneous Divisible Deliveries and Pickups
[NO] 632/700 | Machine Learning in Macroeconomic Forecasting: Applications and Policy Insights for China's Economic Challenges
[NO] 633/700 | Evaluating Brain-Inspired SLAM in Real-World Settings
[NO] 634/700 | Metamorphic Testing for Infrastructure-as-Code Engines
[NO] 635/700 | Designing GPU Data Structures for Efficient Memory Oversubscription
[NO] 636/700 | Decompiling for Constant-Time Analysis
[NO] 637/700 | RandSet: Randomized Corpus Reduction for Fuzzing Seed Scheduling
[NO] 638/700 | Speak Now: Safe Actor Programming with Multiparty Session Types
[NO] 639/700 | Journal of Lightwave Technology Information for Authors
[YES] 640/700 | AICCE: AI Driven Compliance Checker Engine
[NO] 641/700 | Micro and Transport Layer Security Benchmarking of Post-Quantum versus Classical Cryptography
[NO] 642/700 | IMS2026 Project Connect—Making Waves by Connecting Minds
[NO] 643/700 | IMS Workshop Program
[NO] 644/700 | Fast-Converging Volterra Equalizer Using Mini-Batch Gradient Descent-based Adam Optimization
[NO] 645/700 | A Learnable SIM Paradigm: Fundamentals, Training Techniques, and Applications
[NO] 646/700 | State and Contact Force Estimation for Self-Balancing Electric Bicycles_supp1-3682440.mp4
[NO] 647/700 | Graph-based Reinforcement Learning for Robot Decision Making in Collaborative Robotics_supp1-3682530.mp4
[NO] 648/700 | Multicast With Multi-Waveguide PASS via Position and Beam Co-Design
[NO] 649/700 | The Microsoft-Northwestern-WITNESS Benchmark for Deepfake Detection
[NO] 650/700 | Simulating Phishing Attacks via Social Media: Assessing Student Vulnerabilities to Hidden Malicious Links Using Zphisher
[NO] 651/700 | LLM-based Formality Ranking of Candidate Translations
[NO] 652/700 | The Random Forest Methods are Used to Co-Optimize Solar and Wind Power Generation
[NO] 653/700 | Tunnel Emergency Evacuation Sign Layout and Luminance Threshold Calculation Under Different Evacuation Types Conditions
[NO] 654/700 | Proceedings of the 2025 7th World Symposium on Software Engineering
[NO] 655/700 | A Comprehensive Study of Exploiting GPT Models with Parts-of-Speech Enhanced Adversarial Techniques
[YES] 656/700 | Automated Repair of Alloy Specifications in the Era of Large Language Models
[NO] 657/700 | On the Tail Transition of First Arrival Position Channels: From Cauchy to Exponential Decay
[NO] 658/700 | A 32-Channel Neural-Recording Chip Achieving 117dB Intrinsic-CMRR and 100dB PSRR by CM-Tracking-Dynamic-Power-Rail and CM-Canceling-in-Idle-Phase Techniques
[NO] 659/700 | MILE: Multi-Expert Ensemble with Instance Selection for Multi-Class Imbalanced Learning_supp1-3682346.pdf
[NO] 660/700 | EvoSampling: A Granular Ball-Based Evolutionary Hybrid Sampling With Knowledge Transfer for Imbalanced Learning [Research Frontier]_supp1-3657694.pdf
[NO] 661/700 | Duration-Adaptive Time-Frequency Perception Network for Overlapping Sound Event Detection
[NO] 662/700 | PLEX: Normalization for Refinement Types
[NO] 663/700 | Design of a Wideband Circularly Polarized Phased Array Antenna Based on Sequential Rotation for LEO Satellites Communication
[NO] 664/700 | Electromagnetic Compatibility Layout Optimization Simulation of Cable Interconnection System
[NO] 665/700 | A Deep Reinforcement Learning Method for Control Optimization in Reservoir Operation
[NO] 666/700 | Adaptive Nonsingular Fast Terminal Sliding Mode Control of Permanent Magnet Linear Synchronous Motor
[NO] 667/700 | Research on Digital Detection and Analysis System for Electrical Faults Based on Online Status
[NO] 668/700 | Research on Ship Heading and Speed Control Based on Self-Coupling PID
[NO] 669/700 | Research on Equipment Fault Diagnosis Technology Based on Intelligent Analysis of Vibration Signals
[NO] 670/700 | Frequency-Spatial Coupled Inference Network for Underwater Image Super-Resolution
[NO] 671/700 | Design and Optimization of a Dual Stator U-Type Hybrid Excitation Machine with DC Bias Current
[NO] 672/700 | An Efficient Runtime Verification Toolkit for Self-Adaptive Systems Addressing Runtime System Model Changes
[NO] 673/700 | IMS2026 MTT-S Historical Exhibit
[NO] 674/700 | VectorGlide: Realizing Continuum Drive Paradigm via Integrated Contact Kino-Dynamic MPC for Wheeled Quadruped Robots_supp1-3682609.mp4
[NO] 675/700 | Model-Free Reinforcement Learning for Optimal Control of Switched Systems
