[2026-02-04 09:31:02] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-03
正在获取论文...
[arXiv] 2026-02-03 | Mići Princ -- A Little Boy Teaching Speech Technologies the Chakavian Dialect
[arXiv] 2026-02-03 | Search for the production of dark Higgs in the framework of Mono-Z$^{\prime}$ portal at the FCC-ee simulated electron-positron collisions at $\sqrt{s} = 240$ GeV
[arXiv] 2026-02-03 | Asymptotic Behavior of Integral Projection Models via Genealogical Quantities
[arXiv] 2026-02-03 | ATACompressor: Adaptive Task-Aware Compression for Efficient Long-Context Processing in LLMs
[arXiv] 2026-02-03 | TAME: A Trustworthy Test-Time Evolution of Agent Memory with Systematic Benchmarking
[arXiv] 2026-02-03 | Linear perturbations of an exact gravitational wave in the Bianchi IV universe
[arXiv] 2026-02-03 | Lookahead Sample Reward Guidance for Test-Time Scaling of Diffusion Models
[arXiv] 2026-02-03 | The Riesz-Kantorovich formulas for $\mathbb{L}$-vector lattices
[arXiv] 2026-02-03 | ForesightKV: Optimizing KV Cache Eviction for Reasoning Models by Learning Long-Term Contribution
[arXiv] 2026-02-03 | Simultaneous measurement of Raman and nonlinear optical tensors
[arXiv] 2026-02-03 | Hierarchical Proportion Models for Motion Generation via Integration of Motion Primitives
[arXiv] 2026-02-03 | Fully Automated Adaptive Parameter Selection for 3-D High-order Nyström Boundary Integral Equation Methods
[arXiv] 2026-02-03 | Event-Level Probabilistic Prediction of Extreme Rainfall over India Using Physics-Gated Latent Dynamics
[arXiv] 2026-02-03 | A U-match Algorithm for Persistent Relative Homology
[arXiv] 2026-02-03 | Une remarque sur l'arborification de Matula
[arXiv] 2026-02-03 | Periodic 6.7 GHz $\mathrm{CH_3OH}$ maser emission in G353.273+0.641: First candidate for a pulsating high-mass protostar
[arXiv] 2026-02-03 | Multi-function Robotized Surgical Dissector for Endoscopic Pulmonary Thromboendarterectomy: Preclinical Study and Evaluation
[arXiv] 2026-02-03 | Intrinsically DRC-Compliant Nanophotonic Design via Learned Generative Manifolds
[arXiv] 2026-02-03 | Short Chains, Deep Thoughts: Balancing Reasoning Efficiency and Intra-Segment Capability via Split-Merge Optimization
[arXiv] 2026-02-03 | SwiftVLM: Efficient Vision-Language Model Inference via Cross-Layer Token Bypass
[arXiv] 2026-02-03 | Mathematical Modeling of Common-Pool Resources: A Comprehensive Review of Bioeconomics, Strategic Interaction, and Complex Adaptive Systems
[arXiv] 2026-02-03 | Flexible Geometric Guidance for Probabilistic Human Pose Estimation with Diffusion Models
[arXiv] 2026-02-03 | Digging into the chemical complexity in the outer Galaxy: A hot molecular core in Sharpless 2-283
[arXiv] 2026-02-03 | Quantized Evolution Strategies: High-precision Fine-tuning of Quantized LLMs at Low-precision Cost
[arXiv] 2026-02-03 | Function-Space Empirical Bayes Regularisation with Large Vision-Language Model Priors
[arXiv] 2026-02-03 | Validating a Koopman-Quantum Hybrid Paradigm for Diagnostic Denoising of Fusion Devices
[arXiv] 2026-02-03 | A Unified Candidate Set with Scene-Adaptive Refinement via Diffusion for End-to-End Autonomous Driving
[arXiv] 2026-02-03 | Evidence for a 3.0$σ$ Deviation in Gravitational Light Deflection from General Relativity at Cosmological Scales with KiDS-Legacy and CMB Lensing
[arXiv] 2026-02-03 | "I'm happy even though it's not real": GenAI Photo Editing as a Remembering Experience
[arXiv] 2026-02-03 | Task--Specificity Score: Measuring How Much Instructions Really Matter for Supervision
[arXiv] 2026-02-03 | Quantum Annealing for Combinatorial Optimization: Foundations, Architectures, Benchmarks, and Emerging Directions
[arXiv] 2026-02-03 | On Dual Algebras of Hopf Algebroids
[arXiv] 2026-02-03 | The Trigger in the Haystack: Extracting and Reconstructing LLM Backdoor Triggers
[arXiv] 2026-02-03 | AERO: Autonomous Evolutionary Reasoning Optimization via Endogenous Dual-Loop Feedback
[arXiv] 2026-02-03 | Empirical Bayes Shrinkage of Functional Effects, with Application to Analysis of Dynamic eQTLs
[arXiv] 2026-02-03 | Skill-Based Autonomous Agents for Material Creep Database Construction
[arXiv] 2026-02-03 | IVC-Prune: Revealing the Implicit Visual Coordinates in LVLMs for Vision Token Pruning
[arXiv] 2026-02-03 | On very weak solutions of certain elliptic systems with double phase growth
[arXiv] 2026-02-03 | RC-GRPO: Reward-Conditioned Group Relative Policy Optimization for Multi-Turn Tool Calling Agents
[arXiv] 2026-02-03 | Rethinking Music Captioning with Music Metadata LLMs
[arXiv] 2026-02-03 | STAR: Similarity-guided Teacher-Assisted Refinement for Super-Tiny Function Calling Models
[arXiv] 2026-02-03 | Fast Diffusion with Physics-Correction for ACOPF
[arXiv] 2026-02-03 | FedKRSO: Communication and Memory Efficient Federated Fine-Tuning of Large Language Models
[arXiv] 2026-02-03 | From Zero to Hero: Advancing Zero-Shot Foundation Models for Tabular Outlier Detection
[arXiv] 2026-02-03 | A counterexample to Hickingbotham's conjecture about $k$-ghost-edges
[arXiv] 2026-02-03 | A Vision-Based Analysis of Congestion Pricing in New York City
[arXiv] 2026-02-03 | Line-Intensity Mapping
[arXiv] 2026-02-03 | Constraints on light dark matter from primordial black hole evaporation at dark matter direct detection experiments
[arXiv] 2026-02-03 | Methods and Open Problems in Differentiable Social Choice: Learning Mechanisms, Decisions, and Alignment
[arXiv] 2026-02-03 | Adaptive Batch Sizes Using Non-Euclidean Gradient Noise Scales for Stochastic Sign and Spectral Descent
[arXiv] 2026-02-03 | ResQ: Realistic Performance-Aware Query Generation
[arXiv] 2026-02-03 | SlowFocus: Enhancing Fine-grained Temporal Understanding in Video LLM
[arXiv] 2026-02-03 | CL-bench: A Benchmark for Context Learning
[arXiv] 2026-02-03 | Celestial Regge theory
[arXiv] 2026-02-03 | Symbolic Model Checking using Intervals of Vectors
[arXiv] 2026-02-03 | ACL: Aligned Contrastive Learning Improves BERT and Multi-exit BERT Fine-tuning
[arXiv] 2026-02-03 | ELIQ: A Label-Free Framework for Quality Assessment of Evolving AI-Generated Images
[arXiv] 2026-02-03 | Scaling Test-Driven Code Generation from Functions to Classes: An Empirical Study
[arXiv] 2026-02-03 | Persona Generators: Generating Diverse Synthetic Personas at Scale
[arXiv] 2026-02-03 | An operator algebraic approach for generalized Cardano polynomials
[arXiv] 2026-02-03 | WARP Logic Neural Networks
[arXiv] 2026-02-03 | Real-world energy data of 200 feeders from low-voltage grids with metadata in Germany over two years
[arXiv] 2026-02-03 | Towards Polyoxometalate Nanoelectronics
[arXiv] 2026-02-03 | Semantic Routing: Exploring Multi-Layer LLM Feature Weighting for Diffusion Transformers
[arXiv] 2026-02-03 | Explaining the Explainer: Understanding the Inner Workings of Transformer-based Symbolic Regression Models
[arXiv] 2026-02-03 | Characterization of Stitched Prototypes Chip for the ALICE ITS3 Upgrade
[arXiv] 2026-02-03 | Conflict-Resolving and Sharpness-Aware Minimization for Generalized Knowledge Editing with Multiple Updates
[arXiv] 2026-02-03 | Antidistillation Fingerprinting
[arXiv] 2026-02-03 | Effect of static magnetic island on ITG of ADITYA-U tokamak
[arXiv] 2026-02-03 | Tuning interactions between static-field-shielded polar molecules with microwaves
[arXiv] 2026-02-03 | A generalizable large-scale foundation model for musculoskeletal radiographs
[arXiv] 2026-02-03 | Impact of Local Descriptors Derived from Machine Learning Potentials in Graph Neural Networks for Molecular Property Prediction
[arXiv] 2026-02-03 | Riemannian Neural Optimal Transport
[arXiv] 2026-02-03 | When Single Answer Is Not Enough: Rethinking Single-Step Retrosynthesis Benchmarks for LLMs
[arXiv] 2026-02-03 | Symmetries and Higher-Form Connections in Derived Differential Geometry
[arXiv] 2026-02-03 | Video-OPD: Efficient Post-Training of Multimodal Large Language Models for Temporal Video Grounding via On-Policy Distillation
[arXiv] 2026-02-03 | Variational and Monte Carlo Methods for Bayesian Inversion of Dynamic Subsurface Flow Simulations Using Seismic and Fluid Pressure Data
[arXiv] 2026-02-03 | Large Language Models Can Take False First Steps at Inference-time Planning
[arXiv] 2026-02-03 | Learning to Repair Lean Proofs from Compiler Feedback
[arXiv] 2026-02-03 | Fisheye Stereo Vision: Depth and Range Error
[arXiv] 2026-02-03 | Co2PO: Coordinated Constrained Policy Optimization for Multi-Agent RL
[arXiv] 2026-02-03 | Influence Mechanism Of Environmental Stimulus And Consumer Ethnocentrism On Purchasing Wuliangye: Applications Of Extended Theory Of Planned Behavior (ETPB) And Stimulus-Organism-Response (SOR) Theory
[arXiv] 2026-02-03 | What Do Contribution Guidelines Say About Software Testing?
[arXiv] 2026-02-03 | Understanding Bug-Reproducing Tests: A First Empirical Study
[arXiv] 2026-02-03 | Testing Framework Migration with Large Language Models
[arXiv] 2026-02-03 | Quant VideoGen: Auto-Regressive Long Video Generation via 2-Bit KV-Cache Quantization
[arXiv] 2026-02-03 | Ferroelectric dynamic-field-driven nucleation and growth model for predictive materials-to-circuit co-design
[arXiv] 2026-02-03 | Inferring Interstellar Medium Density, Temperature, and Metallicity from Turbulent H II Regions
[arXiv] 2026-02-03 | Effect of magnetic field on whirling-anti-whirling order in icosahedral-quasicrystal approximant
[arXiv] 2026-02-03 | Weighted Sum-of-Trees Model for Clustered Data
[arXiv] 2026-02-03 | Rare Event Early Detection: A Dataset of Sepsis Onset for Critically Ill Trauma Patients
[arXiv] 2026-02-03 | RPG-AE: Neuro-Symbolic Graph Autoencoders with Rare Pattern Mining for Provenance-Based Anomaly Detection
[arXiv] 2026-02-03 | Long-range spin glass in a field at zero temperature
[arXiv] 2026-02-03 | On weak solutions to the 1d compressible Navier-Stokes equations: a Lipschitz continuous dependence on data in weaker norms and an error of their homogenization
[arXiv] 2026-02-03 | Frequency Conversion Characteristics of Spatiotemporal Josephson Metasurfaces for Quantum Applications
[arXiv] 2026-02-03 | IntentRL: Training Proactive User-intent Agents for Open-ended Deep Research via Reinforcement Learning
[arXiv] 2026-02-03 | Quantum Circuit Generation via test-time learning with large language models
[arXiv] 2026-02-03 | Causal Inference on Networks under Misspecified Exposure Mappings: A Partial Identification Framework
[arXiv] 2026-02-03 | Stationary entanglement of a levitated oscillator with an optical field
[arXiv] 2026-02-03 | Game-Theoretic and Algorithmic Analyses of Multi-Agent Routing under Crossing Costs
[arXiv] 2026-02-03 | Energy Transport Velocity in Photonic Time Crystals
[arXiv] 2026-02-03 | Failure is Feedback: History-Aware Backtracking for Agentic Traversal in Multimodal Graphs
[arXiv] 2026-02-03 | SN 2024igg: A Super-Chandrasekhar/03fg-like SN exhibiting C II-dominated spectra after explosion
[arXiv] 2026-02-03 | ConsistentRFT: Reducing Visual Hallucinations in Flow-based Reinforcement Fine-Tuning
[arXiv] 2026-02-03 | Single-Atom Adsorption on h-BN along the Periodic Table of Elements: From Pristine Surface to Vacancy-Engineered Sites
[arXiv] 2026-02-03 | On (Im)possibility of Network Oblivious Transfer via Noisy Channels and Non-Signaling Correlations
[arXiv] 2026-02-03 | Learning-based Initialization of Trajectory Optimization for Path-following Problems of Redundant Manipulators
[arXiv] 2026-02-03 | On the Convergence of Wasserstein Gradient Descent for Sampling
[arXiv] 2026-02-03 | SWE-Master: Unleashing the Potential of Software Engineering Agents via Post-Training
[arXiv] 2026-02-03 | UnHype: CLIP-Guided Hypernetworks for Dynamic LoRA Unlearning
[arXiv] 2026-02-03 | Universal Costas Matrices: Towards a General Framework for Costas Array Construction
[arXiv] 2026-02-03 | Neural Hodge Corrective Solvers: A Hybrid Iterative-Neural Framework
[arXiv] 2026-02-03 | Risk Awareness Injection: Calibrating Vision-Language Models for Safety without Compromising Utility
[arXiv] 2026-02-03 | Unlocking the dynamics of Young Stellar Objects: Time-Domain Interferometry with six 4-m class telescopes
[arXiv] 2026-02-03 | The Label Horizon Paradox: Rethinking Supervision Targets in Financial Forecasting
[arXiv] 2026-02-03 | On the Entropy Dynamics in Reinforcement Fine-Tuning of Large Language Models
[arXiv] 2026-02-03 | Toward a Sustainable Federated Learning Ecosystem: A Practical Least Core Mechanism for Payoff Allocation
[arXiv] 2026-02-03 | Asymmetric dark matter from leptogenesis in type-III seesaw framework with modular $S_4$ symmetry
[arXiv] 2026-02-03 | How do people watch AI-generated videos of physical scenes?
[arXiv] 2026-02-03 | Accelerating Complex Materials Discovery with Universal Machine-Learning Potential-Driven Structure Prediction
[arXiv] 2026-02-03 | Note on higher spins and holographic symmetry algebra
[arXiv] 2026-02-03 | Entropy Functions on Two-Dimensional Faces of Polymatroid Region with One Extreme Ray Containing Rank-One Matroid
[arXiv] 2026-02-03 | MeKi: Memory-based Expert Knowledge Injection for Efficient LLM Scaling
[arXiv] 2026-02-03 | PACE: Pretrained Audio Continual Learning
[arXiv] 2026-02-03 | PEGRL: Improving Machine Translation by Post-Editing Guided Reinforcement Learning
[arXiv] 2026-02-03 | A Comparative Study of Low-Dissipation Numerical Schemes for Hyperbolic Conservation Laws
[arXiv] 2026-02-03 | Robustness as an Emergent Property of Task Performance
[arXiv] 2026-02-03 | Composable Visual Tokenizers with Generator-Free Diagnostics of Learnability
[arXiv] 2026-02-03 | Accurate Failure Prediction in Agents Does Not Imply Effective Failure Prevention
[arXiv] 2026-02-03 | Even More Efficient Soft-Output Decoding with Extra-Cluster Growth and Early Stopping
[arXiv] 2026-02-03 | Direct nanoscale mapping of band alignment in single-layer semiconducting lateral heterojunctions
[arXiv] 2026-02-03 | Full end-to-end diagnostic workflow automation of 3D OCT via foundation model-driven AI for retinal diseases
[arXiv] 2026-02-03 | Lipschitz Multiscale Deep Equilibrium Models: A Theoretically Guaranteed and Accelerated Approach
[arXiv] 2026-02-03 | LEVIO: Lightweight Embedded Visual Inertial Odometry for Resource-Constrained Devices
[arXiv] 2026-02-03 | Gromov-Hausdorff and intrinsic flat convergence of RCD(K,N) and Kato spaces
[arXiv] 2026-02-03 | Agentic Proposing: Enhancing Large Language Model Reasoning via Compositional Skill Synthesis
[arXiv] 2026-02-03 | Production of GEM-like structures for cryogenic applications, using laser-cutting techniques
[arXiv] 2026-02-03 | Power Reserve Procurement Considering Dependent Random Variables with PCE
[arXiv] 2026-02-03 | Systematic review of self-supervised foundation models for brain network representation using electroencephalography
[arXiv] 2026-02-03 | Towards Context-Aware Edge-Cloud Continuum Orchestration for Multi-user XR Services
[arXiv] 2026-02-03 | On some NIP Fragments of Fields
[arXiv] 2026-02-03 | Impact of Physics-Informed Features on Neural Network Complexity for Li-ion Battery Voltage Prediction in Electric Vertical Takeoff and Landing Aircrafts
[arXiv] 2026-02-03 | LPS-Bench: Benchmarking Safety Awareness of Computer-Use Agents in Long-Horizon Planning under Benign and Adversarial Scenarios
[arXiv] 2026-02-03 | Physics informed learning of orthogonal features with applications in solving partial differential equations
[arXiv] 2026-02-03 | BayeSQP: Bayesian Optimization through Sequential Quadratic Programming
[arXiv] 2026-02-03 | EventFlash: Towards Efficient MLLMs for Event-Based Vision
[arXiv] 2026-02-03 | Scalar and Spinor Quasi Normal Modes of a 2D Dilatonic Blackhole
[arXiv] 2026-02-03 | ConsisDrive: Identity-Preserving Driving World Models for Video Generation by Instance Mask
[arXiv] 2026-02-03 | Sharp Inequalities between Total Variation and Hellinger Distances for Gaussian Mixtures
[arXiv] 2026-02-03 | Exploring the Role of Tracing in AI-Supported Planning for Algorithmic Reasoning
[arXiv] 2026-02-03 | Reinforcement Learning with Promising Tokens for Large Language Models
[arXiv] 2026-02-03 | A mutation invariant for skew-symmetrizable matrices
[arXiv] 2026-02-03 | Resonant scattering for tunable quantum walks on graphs with tails
