[2026-07-15 22:58:11] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-14
正在获取论文...
[arXiv] 2026-07-14 | Unknotting number, ribbon concordance, and singular instantons
[arXiv] 2026-07-14 | Photogeneration and signatures of coherent phonons in time-resolved photoemission spectroscopy: First-principles time-dependent adiabatic GW approach
[arXiv] 2026-07-14 | The self-organized vacancy order in Pr$_9$Ge$_{16}$
[arXiv] 2026-07-14 | Multidimensional analogues of the improved Bohr's inequality for shifted polydisks
[arXiv] 2026-07-14 | Evaluating KAGRA upgrade scenarios for multimessenger observations of binary neutron stars
[arXiv] 2026-07-14 | A Scalable Cloud-Orchestrated and Service-Oriented Multi-Domain QKD Network with PQC Integration
[arXiv] 2026-07-14 | A Mesh-Free Solver for Multi-Phase Mullins-Sekerka Flow: Triple Junctions and Ninety-Degree Boundary Contact
[arXiv] 2026-07-14 | VisCo: Leveraging Large Language Models as Intrinsic Encoders for Visual Token Compression
[arXiv] 2026-07-14 | RFMSR: Residual Flow Matching for Image Super-Resolution
[arXiv] 2026-07-14 | An Extension to the Procedure for Developing Uncertainty-Consistent Shear Wave Velocity Profiles from Inversion of Experimental Surface Wave Dispersion Data
[arXiv] 2026-07-14 | Semi-Invariants of a Matrix and Covector
[arXiv] 2026-07-14 | Globalized Constrained Stein Variational Inference for Diverse Feasible Robot Motion Planning
[arXiv] 2026-07-14 | Physically Consistent Parameter Inference: Transparent Machine Learning Emulation in High Energy Physics and Cosmology
[arXiv] 2026-07-14 | Neural Morphing: Sequence-Optimized Token-Level Morphing in Neural Audio Codecs
[arXiv] 2026-07-14 | Influence of compaction pressure on the impedance of Gadolinium Doped Ceria electrolytes for IT-SOFCs
[arXiv] 2026-07-14 | GRAFT: Graph-Matched Retrieval and Fusion of Tables in Data Lakes
[arXiv] 2026-07-14 | Line-Anchored Feedback Cuts Token Costs and Improves Correctness in AI Code Editing
[arXiv] 2026-07-14 | Interpreting the Newly Observed $Ξ(1720)$ State in the Spin-$\frac{3}{2}$ $Ξ$ Spectrum
[arXiv] 2026-07-14 | Perturber-Driven Dynamics of Supermassive Black Hole Binaries in Galaxy Merger
[arXiv] 2026-07-14 | Tidal Grinding of Dwarf Galaxies in Cluster Environments
[arXiv] 2026-07-14 | ReflectVLN: Training Vision-Language Navigation Agents with Reflective Reasoning
[arXiv] 2026-07-14 | Euler systems and the symmetric square of a Hida family
[arXiv] 2026-07-14 | Quantum PDE Solvers in Practice: Application-Driven Benchmarking of the Heat Equation
[arXiv] 2026-07-14 | A Survey on Code Equivalence: The State-of-the-Art and Open Questions
[arXiv] 2026-07-14 | Demystifying image-recovery from radio interferometers: toward a multiscale predictive model
[arXiv] 2026-07-14 | Overview: Cosmology with the SKAO
[arXiv] 2026-07-14 | Constructing mode-resolved quantum optical models for emitters in photonic crystals
[arXiv] 2026-07-14 | Sard property for rank 2 polarizations in metabelian Lie groups
[arXiv] 2026-07-14 | Self in Space: Benchmarking Self-Awareness and Spatial Cognition in UAV Embodied Intelligence
[arXiv] 2026-07-14 | Recursive Formula for the Equations of Hessenberg Varieties
[arXiv] 2026-07-14 | LLM Judges Can Be Too Generous When There Is No Reference Answer
[arXiv] 2026-07-14 | Translation as a Computationally Efficient Bridge: Feasibility of English BERT for Low-Resource Languages
[arXiv] 2026-07-14 | OOD-RL-Bench: A Benchmark Framework for Out-of-Distribution Detection in Reinforcement Learning
[arXiv] 2026-07-14 | Radiation reaction measurements via single-shot energy-loss determination in high-intensity laser-electron collisions
[arXiv] 2026-07-14 | When is LLM-Based Program Reasoning Correct? A Completion Semantics for LLM-Based Code Inference
[arXiv] 2026-07-14 | Discovery of a star sensitive to the spin of Sgr A*
[arXiv] 2026-07-14 | Contrastive-Collapsed Loss for Flexible and Geometrically Optimal Embeddings and Faster Convergence
[arXiv] 2026-07-14 | Updates to the WFC3/IR Photometric Stability Stellar Cluster Study
[arXiv] 2026-07-14 | Thermodynamic scaling and string dynamics in rotating holographic QCD
[arXiv] 2026-07-14 | Investigating the Periodic X-ray Behaviour in the Eclipsing AGN NGC 6814
[arXiv] 2026-07-14 | Fano 4-fold quiver moduli from subspace quivers
[arXiv] 2026-07-14 | Hy-Embodied-VLM-1.0: Efficient Physical-World Agents
[arXiv] 2026-07-14 | Claw-free cubic graphs and zero forcing
[arXiv] 2026-07-14 | Energy-Based Physics-Informed Form Finding for Clustered Tensegrity Structures
[arXiv] 2026-07-14 | Evaluating Large Language Models on Misconceptions in Multi-Turn Medical Conversations
[arXiv] 2026-07-14 | Record compositions of alternating permutations and noncommutative symmetric functions
[arXiv] 2026-07-14 | Spending Operators and Weak Power-Port Decompositions for Path-Dependent Entropic Lagrangians
[arXiv] 2026-07-14 | Verifier-Based Reinforcement Fine-Tuning of Reasoning Models for Thermal Energy Storage Control
[arXiv] 2026-07-14 | The MICADO first light imager for the ELT: the SCAO module AIT in France, from the beta flat configuration towards the flat and final configurations
[arXiv] 2026-07-14 | GraphPolaris: A System for Query, Analysis, and Visualization of Graph Databases
[arXiv] 2026-07-14 | HeteroMosaic: Exposing and Exploiting Heterogeneous Execution Opportunities for Energy-Efficient Edge LLM Inference
[arXiv] 2026-07-14 | Detecting Phishing in Ethereum Networks using Quantum Machine Learning
[arXiv] 2026-07-14 | The MICADO first light imager for the ELT: an overview of the RAM analysis and consequent design and maintenance strategy
[arXiv] 2026-07-14 | The Resolution of the Identity as a Generator of Exact Integral Identities: A Coherent-State Approach
[arXiv] 2026-07-14 | AVSCap: Orchestrating Audio-Visual Synergy for Omni-modal Video Captioning
[arXiv] 2026-07-14 | What Is the Real-Time Atomistic Mechanism Behind Chirality-Induced Spin Selectivity in Donor-Chiral Bridge-Acceptor Molecules?
[arXiv] 2026-07-14 | L^{p}-Approximation and Shape-preserving Properties of the Max-product Generalized Sampling Operators
[arXiv] 2026-07-14 | Who Grades the Grader? Co-Evolving Evaluation Metrics and Skills for Self-Improving LLM Agents
[arXiv] 2026-07-14 | CLIP-3D: Closed-Loop Evaluation of Performance and Physical Constraints for 3D ICs
[arXiv] 2026-07-14 | Emergent $s+id$ Superconductivity from the Interplay between Electronic Correlations and Electron-Phonon Coupling in $\mathrm{R}_{1-x}\mathrm{Sr}_x\mathrm{NiO}_2$
[arXiv] 2026-07-14 | Learning Mechanistic Reasoning for Chemical Reactions with Large Language Models
[arXiv] 2026-07-14 | Cyclic Projective Orbits on Rational Normal Curves and MDS Codes
[arXiv] 2026-07-14 | On seasonal trunk thermal buffering and its electrical signature in mature trees
[arXiv] 2026-07-14 | Weakly Supervised Spatio-Temporal Candidate Discovery of Dairy Farm Sites from Seasonal Satellite Imagery
[arXiv] 2026-07-14 | Color Pass-Through via Camera-Display Coupling
[arXiv] 2026-07-14 | Stability Buys Time: A Re-Keying Game for Encrypted Multi-Agent Control
[arXiv] 2026-07-14 | What Makes a Representational Prior Work? Feature Families, Label-Free Invariances, and Critical Windows in Grokking
[arXiv] 2026-07-14 | A universal leading-residue formula for Witten zeta functions
[arXiv] 2026-07-14 | Vision-Based Dribbling for Humanoid Soccer via Privileged Representation Learning
[arXiv] 2026-07-14 | Radar-Chart Analysis of Star-Formation Quenching Stages Across Circular Velocity Curve Classes in Nearby CALIFA Galaxies
[arXiv] 2026-07-14 | Coupled Shock Cooling and Radioactive Heating in the Type IIb Supernova SN 2024aecx: An Extended Envelope and Rapid Optical Decline
[arXiv] 2026-07-14 | Text-Aided Multi-Modal Panoptic Symbol Spotting for CAD Floor Plan Drawings
[arXiv] 2026-07-14 | Contrasting statistical patterns in melodic and molecular evolution reveal distinctive constraints in a culturally evolving system
[arXiv] 2026-07-14 | Explicit constants in $L^p$-Hardy inequalities for Aharonov-Bohm potentials
[arXiv] 2026-07-14 | Strong order one-half convergence of a coupled tamed Euler--Peano scheme for reflected stochastic differential equations with super-linearly growing coefficients
[arXiv] 2026-07-14 | Choice at Finite Capacity: The Bounded Agent as an Information Channel and the Recovery of Walrasian Demand
[arXiv] 2026-07-14 | Contrastive-Augmented Flow Matching for Style-Content Disentanglement
[arXiv] 2026-07-14 | Seeing Globally, Refining Locally: Global Visual Guidance and Local Ultrasound Cues for Robust Freehand 3-D Ultrasound Reconstruction
[arXiv] 2026-07-14 | MESH: Scaling Up Retrieval with Heterogeneous Content Unification
[arXiv] 2026-07-14 | Beyond Binary Detection: A Multi-Dimensional Taxonomy of Cancer Misinformation on Reddit
[arXiv] 2026-07-14 | Demonstration of the common dual-channel feature decoupling characteristic of front-door mediation causal inference methods in whole-slice image classification
[arXiv] 2026-07-14 | First They Came for the Others: A Theory of Divide-and-Conquer
[arXiv] 2026-07-14 | StratMamba: Strategic and Reactive Stream Partitioning for Path-Efficient LiDAR-Based Obstacle Avoidance
[arXiv] 2026-07-14 | Robust Design of Integrated Sensing and Communication in LEO Satellite Systems
[arXiv] 2026-07-14 | ProtoPointNet: Prototype-Based Interpretable Classification of 3D Dental Point Clouds with Verifiable Spatial Activations
[arXiv] 2026-07-14 | Metasurface Antenna-Enabled LEO Satellite Constellation Communications: Design and Optimization
[arXiv] 2026-07-14 | Recognizing CGW categories among pointed stable double Segal spaces
[arXiv] 2026-07-14 | Emergent toroidal induction in a polar Weyl ferromagnet
[arXiv] 2026-07-14 | Learning-Based Beamforming for Energy Efficiency of Continuous Aperture Array Systems
[arXiv] 2026-07-14 | An adaptive interior-point method with backtracking line search for convex constrained optimization
[arXiv] 2026-07-14 | Diffusive method for multiple class data classification
[arXiv] 2026-07-14 | LakeQuest: A Three-Domain Benchmark for Grounded Question Answering across Data Lakes
[arXiv] 2026-07-14 | A time-decoupling scheme for mixed-dimensional poroelastic models with fractures
[arXiv] 2026-07-14 | Compact Coefficient Formulae for Logarithmic Tangent and Hyperbolic Integrals
[arXiv] 2026-07-14 | Q-SCM: A Quantum-Sequential Choice Model for Driver Mental State Evolution
[arXiv] 2026-07-14 | Emulated Integrity Replica: Enabling Self-Healing on FPGA SoCs via Hierarchical Twins
[arXiv] 2026-07-14 | GeoSEAN: Explainable Country-Level Image Geolocation for ASEAN Regions
[arXiv] 2026-07-14 | A Shared Subcircuit Lets LLMs Count Down Across Tasks
[arXiv] 2026-07-14 | Zero-Field Long Range Order at $T \sim 40$ mK in the Proximate Quantum Spin Ice Ce$_2$Sn$_2$O$_7$ and Phase Diagram for Magnetic Fields Along [1,1,0]
[arXiv] 2026-07-14 | A hybrid analytical-PINN model for subsurface simulation of geothermal heat exchangers in heterogeneous underground
[arXiv] 2026-07-14 | Effective stability for Hamiltonian PDEs vanishing spectral gaps
[arXiv] 2026-07-14 | Track, Rank, Crack: Epistemic Working Memory Scales Multi-Hop Reasoning in Language Agents
[arXiv] 2026-07-14 | Saturation Makes Quantization Error Additive: A Coverage Model with a Certificate
[arXiv] 2026-07-14 | Heisenberg Scaling in Many-Body Kinetic Uncertainty Relation via Quantum Feedback
[arXiv] 2026-07-14 | Emergent interweaved CDW unoccupied states in hole-doping LaTe2 with element substitution
[arXiv] 2026-07-14 | A fault-tolerant quantum blockchain deployed on commercial telecommunications network
[arXiv] 2026-07-14 | Rough Path Signature-Guided Geometry Augmentation for Few-Shot Industrial Surface Defect Detection
[arXiv] 2026-07-14 | Cluster-Weighted EDMD
[arXiv] 2026-07-14 | Quantum Codes from $r$-Nearly Self-Orthogonal Linear Codes via Jordan Canonical Form over $\mathbb{F}_{q^2}$
[arXiv] 2026-07-14 | Constant-Depth Multi-Product Formula for Trotter Error Mitigation in Near-Term Digital Quantum Simulation
[arXiv] 2026-07-14 | On lower bounds for canonical heights of the map $φ(X,Y)=(Y,X+Y^D+b)$
[arXiv] 2026-07-14 | Sample-path Large deviations for Scheduled Arrival Processes with Unpunctuality
[arXiv] 2026-07-14 | MAGE: Color-Invariant and Spatial Knowledge Distillation for Gastric Neoplasm Classification
[arXiv] 2026-07-14 | Internet of Agentic Things: Networked AI Agents for Closed-Loop IoT Orchestration
[arXiv] 2026-07-14 | Anti-Unification Completeness Analysis in PVS
[arXiv] 2026-07-14 | Quantum metrology with undetected mid-infrared photons for applied non-destructive testing
[arXiv] 2026-07-14 | Hermite spectral approximation for functions with endpoint singularities using exponential transforms
[arXiv] 2026-07-14 | Knowledge Tectonics: A Geodynamic Inspired Framework for Modeling Epistemic Changes
[arXiv] 2026-07-14 | Cross-Core Inference Offload as an Operating-System Service on Dual-Core Microcontrollers
[arXiv] 2026-07-14 | The Geometry of Memorization: Finite-Time Spectral Sensitivity as a Diagnostic for Flow Matching Models
[arXiv] 2026-07-14 | Decouple and Reason: Anatomically Guided Two-Stage Voxel-Level Grounding of Free-Text Findings in 3D Chest CT
[arXiv] 2026-07-14 | Bound states for the magnetic Neumann Laplacian in planar sectors
[arXiv] 2026-07-14 | Hierarchical Fault Localization for Autonomous Driving Systems with Hypothesis Validation and Intent Analysis
[arXiv] 2026-07-14 | Halogen control of magnetic competition in Kitaev candidate Ru$X_3$ ($X =$ Cl, Br)
[arXiv] 2026-07-14 | Vertical Standardisation for High-Risk AI Systems under the EU AI Act: A Domain-Specific Framework for Algorithmic Hiring
[arXiv] 2026-07-14 | Medical Image Segmentation based on Deep Active Contour and Mean Curvature Loss Function
[arXiv] 2026-07-14 | Interpreting (and testing) factor loadings
[arXiv] 2026-07-14 | Conformal line defects from matter-coupled 5D N=4 gauged supergravity
[arXiv] 2026-07-14 | Power-law and log-periodic degree tails for a family of probability generating function equations arising in evolving networks
[arXiv] 2026-07-14 | Evaluation Bias and Epistemic Inequality in Global Software Development
[arXiv] 2026-07-14 | Diophantine conditions in well-posedness theory for a coupled modulated Korteweg-de Vries system
[arXiv] 2026-07-14 | Listen first: Output-based multi-microphone speech enhancement
[arXiv] 2026-07-14 | The Model Knows Your Project, Not You: Measuring Recognition in LLMs with NameRank
[arXiv] 2026-07-14 | An Adaptive Transmission Protocol Enabled by The State Switching Strategy of Beyond-Diagonal RIS
[arXiv] 2026-07-14 | First reduced model for integrated computations of helicon wave heating and current drive in magnetic fusion plasmas
[arXiv] 2026-07-14 | AFDM-FTN: A Spectrally Efficient Waveform for High-Mobility Communications
[arXiv] 2026-07-14 | On the Security Implications of PQC in TLS: Handshake Exhaustion and IDS Degradation
[arXiv] 2026-07-14 | DynTrace: Tracking Dynamic Object Evidence for 4D Spatio-Temporal Reasoning in MLLMs
[arXiv] 2026-07-14 | Many-body interactions in the dielectric theory of stopping power of solids for classical and quantum projectiles
[arXiv] 2026-07-14 | ZipL-Dialog: Memory-Efficient Long-Form Spoken Dialog Synthesis via Latent Flow Matching
[arXiv] 2026-07-14 | Scaling laws for multi-object spectrographs: empirical relationships and the photonic advantage of CAWSMOS
[arXiv] 2026-07-14 | Tverberg's theorem for unions of convex sets: Sharp bounds and colored extensions
[arXiv] 2026-07-14 | $k$-Convex Polyominoes by Semi-perimeter
[arXiv] 2026-07-14 | Bridging the mass gap: Diffuse radio emission in GAMA galaxy groups using EMU and DINGO survey data
[arXiv] 2026-07-14 | Deterministic Minimum-Leakage Continuous-Variable Quantum Key Distribution with Phase-Conjugated Twin Beams
[arXiv] 2026-07-14 | Quantized Photocurrents in Gapless Topological Matter
[arXiv] 2026-07-14 | DenseReward: Dense Reward Learning via Failure Synthesis for Robotic Manipulation
[arXiv] 2026-07-14 | Simulating the convection in red super-giant stars: wobbling jets in common envelope evolution
[arXiv] 2026-07-14 | Gamma-ray Modes in a Transitional Pulsar
[arXiv] 2026-07-14 | Antikick Relation in High-Energy Head-On Collisions of Spinning Black Holes
