[2026-07-30 23:07:25] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-29
正在获取论文...
[arXiv] 2026-07-29 | ClockRoPE: Random Fourier Rotations for Temporal Routine Modeling
[arXiv] 2026-07-29 | Theory of phonon-magnon hybridization and angular momentum in CrI$_3$ and CrBr$_3$
[arXiv] 2026-07-29 | InkShield: Writing Style Protection Against Unauthorized Handwriting Mimicry
[arXiv] 2026-07-29 | Constraints from parallaxes and average period spacings in the asteroseismic study of 8 DAVs
[arXiv] 2026-07-29 | Finite-Time Chaos Diagnostics and Noise-Induced Basin Merging in a Two-Dimensional Map
[arXiv] 2026-07-29 | Gamow shell model description of the hypernuclei
[arXiv] 2026-07-29 | A Simple Robust Procedure in Instrumental Variables Regression
[arXiv] 2026-07-29 | Instability-induced bistable shape-morphing kirigami structures
[arXiv] 2026-07-29 | Surrogate assisted diversity estimation in neural ensemble search
[arXiv] 2026-07-29 | J-PAS & FLAMINGO: Cosmic voids and void galaxies in the gravitational landscape of photometric surveys
[arXiv] 2026-07-29 | Extended Phase Space Thermodynamics and Joule-Thomson Expansion of Regular AdS Black Holes in a String Cloud
[arXiv] 2026-07-29 | A topological interpretation of numbers
[arXiv] 2026-07-29 | Boundary-Driven Anisotropic Coarsening in Conserved Phase Separation
[arXiv] 2026-07-29 | BioVLN: A Simulation Platform for Visual Language Navigation in Biomedical Laboratories
[arXiv] 2026-07-29 | Fractal Remez inequality on the sphere and observability of the heat equation
[arXiv] 2026-07-29 | Revival of transport reciprocity via quantum interference in asymmetric nonlinear devices
[arXiv] 2026-07-29 | Exact Lagrangian Realization and Robust Strain Sensing in Incompressible Flow
[arXiv] 2026-07-29 | Beyond Action Imitation: Learning a Decision-Aware User Simulator for Online Advertising
[arXiv] 2026-07-29 | The Lie algebra generated by gradient vector fields
[arXiv] 2026-07-29 | SERPO: Self-Evolving Rubric Policy Optimization for Open-Ended Test-Time Reinforcement Learning
[arXiv] 2026-07-29 | Practical Quantum Topological Data Analysis with Applications to High-Dimensional Feature Extraction and Time Series Analysis
[arXiv] 2026-07-29 | Mixed partition functions are exactly the graph parameters of exponentially bounded edge-connection rank
[arXiv] 2026-07-29 | The Maxwell Conjecture is False
[arXiv] 2026-07-29 | From Classification to Regression: Using a Fruitfly to Solve Equations
[arXiv] 2026-07-29 | The Fidelity and Feedback Traps: The Case for Health Digital Twins as Modular Evolving Causal Systems
[arXiv] 2026-07-29 | OQRAM: Oblivious Quantum Random Access Memory for Securing Delegated Quantum Queries
[arXiv] 2026-07-29 | Pointwise subexponential growth and near-diffusive displacement on bounded-degree graphs with non-negative Ollivier--Ricci curvature
[arXiv] 2026-07-29 | An Interpretable Low-Rank State-Space Model for Multi-Horizon Simulation of Large-Scale Regional Temperature Fields
[arXiv] 2026-07-29 | Constructions of $k$-Min-Wise Hash from Bounded Independence
[arXiv] 2026-07-29 | Direct minimization versus iterative embedding in the ghost-Gutzwiller method: a comparative study of magnetism in Mott insulators
[arXiv] 2026-07-29 | Skillful forecasting of offshore winds from satellite scatterometer constellations
[arXiv] 2026-07-29 | Two-Filter Adaptive Gaussian Mixture Smoothing for Nonlinear Systems
[arXiv] 2026-07-29 | Shear-kSZ: A New Estimator for the Matter-Electron Power Spectrum from kSZ Tomography and Weak Lensing
[arXiv] 2026-07-29 | Explainable and Resource-Efficient Spatial Reasoning in Multimodal LLMs for Decision-Critical Applications
[arXiv] 2026-07-29 | Investigating reservoir computing for branch predictionin pipelined processors using emerging CMOS memristor devices
[arXiv] 2026-07-29 | Hybrid SINDy-EnKF in Learning Chikungunya Dynamics from Incomplete, Noisy or Partially Observed Data
[arXiv] 2026-07-29 | SPECTRE: A robust solver for 3D equilibria with arbitrary topology
[arXiv] 2026-07-29 | The Computable but Not Learnable Information-Value-Free Equilibria and Regulation of Algorithmic Collusion
[arXiv] 2026-07-29 | Post-Training at the Edge of Detectability: A Game-Theoretic Approach to Fine-Tuning
[arXiv] 2026-07-29 | Magnetophotonic crystals with antiferromagnetic order
[arXiv] 2026-07-29 | PIKS: Universal Physics-Informed Kernel Methods
[arXiv] 2026-07-29 | Temporal Interference from Topological Transitions in Monitored Quantum Dynamics
[arXiv] 2026-07-29 | Improved bounds on the inradius and inverse inradius process of the convex hull of planar Brownian motion
[arXiv] 2026-07-29 | Can we live Danckwerts' dream? Mixing Analysis in a Baffled Stirred Tank Reactor Based on 4D-Particle Tracking Experiments
[arXiv] 2026-07-29 | Recent Progress in Ab-Initio Nuclear Theory for Precision Physics Searches in Muonic Atoms and Superallowed $β$ Decays
[arXiv] 2026-07-29 | Training Quantum Dragons
[arXiv] 2026-07-29 | Inhomogeneous saturation of excitons in monolayer transition-metal dichalcogenides
[arXiv] 2026-07-29 | Demonstration of a High-Q Subwavelength Dielectric Nanocylinder
[arXiv] 2026-07-29 | Automated NRQCD and NRQED simulations of quarkonium and leptonium production with P-wave states and physical-mass effects
[arXiv] 2026-07-29 | Tangling Pull Requests: Curating a Commit Untangling Dataset from Merged PRs
[arXiv] 2026-07-29 | Modelling Anomalous Diffusion: The Role of CTRWs and Non-Local Dynamics
[arXiv] 2026-07-29 | Equilibrium Training of Energy-Based Models with Parallel Trajectory Tempering
[arXiv] 2026-07-29 | Entanglement signatures of topological phase transitions in a dirty Weyl semimetal
[arXiv] 2026-07-29 | Assurance-Scoped Reliability for Agentic Networks: Capturing the State That Matters
[arXiv] 2026-07-29 | Do Unified Multimodal Models Think in One Space? A Lens Through Cross-Branch Steering
[arXiv] 2026-07-29 | Optimising Trotter-Suzuki Simulations of Markovian Open Quantum Systems via Classical Search
[arXiv] 2026-07-29 | Phase Retrievability of Super Operators and Measurements
[arXiv] 2026-07-29 | Outcomes of Grand Unified Symmetry Breaking
[arXiv] 2026-07-29 | FedWeave: Rethinking the Unit of Specialization in Heterogeneous Federated MoE-LoRA
[arXiv] 2026-07-29 | Fewer Clarifications, Better Code: Benchmarking Cross-Session Personalized Ambiguity Adaptation in Coding Assistants
[arXiv] 2026-07-29 | WikiLoop: Jointly Learning to Build and Navigate Agent-Native Wikis with Downstream Feedback
[arXiv] 2026-07-29 | SpatialQ: Understanding 3D Gaussian Splatting Scene Quality via Visual-based MLLM
[arXiv] 2026-07-29 | Optimal control problems for quasi-linear parabolic equations and their linear approximations
[arXiv] 2026-07-29 | Unified Shared Memory in OpenMP: Implementation, Programmability, and Performance on Intel Accelerators
[arXiv] 2026-07-29 | Recover, Decode, Reguard: Guard-Agnostic Defense Amplification againstEncoded VLM Jailbreaks
[arXiv] 2026-07-29 | Cherenkov Diffraction Radiation Interferometry for Beam Divergence Diagnostics
[arXiv] 2026-07-29 | From Tokens to Watt-hours: Analytical Energy Estimation for LLM Inference on Modern GPUs
[arXiv] 2026-07-29 | Representation Trajectories Matters: Complementary Evidence for OOD Detection and Image Classification
[arXiv] 2026-07-29 | Constraining deviations from the Teukolsky equation with GW250114
[arXiv] 2026-07-29 | Prosody-driven Jailbreaks in Audio LLMs: A Controlled Study and Mechanistic Analysis
[arXiv] 2026-07-29 | Towards an Extended VLTI: Turbulence Characterization for Kilometer-Scale Optical Links at Paranal
[arXiv] 2026-07-29 | Determining Critical Temperature Differences of Low-Temperature-Differential Stirling Engines: Nonlinear Dynamics Approach
[arXiv] 2026-07-29 | When to Treeify Hash Table Buckets: A Reproducible C Study of List, Hybrid, and Red-Black Tree Chaining
[arXiv] 2026-07-29 | Online Monitoring and Risk Assessment of Non-Cooperative UAVs via STL-Aware Adaptive Fusion Kalman Filtering
[arXiv] 2026-07-29 | Repair as Representational Work: Integration Bottlenecks in AI-Assisted Development
[arXiv] 2026-07-29 | Quantum Geometry-Driven RKKY: From Flat to Dispersive Bands
[arXiv] 2026-07-29 | From Interface to Inference: Eliciting Any-Order Inference from Any-Order Models
[arXiv] 2026-07-29 | Chaotic Imprints in Gravitational Waves from Conformal-Anomaly-Corrected Extreme-Mass-Ratio Inspirals
[arXiv] 2026-07-29 | Parameterized Fair Resource Allocation under Diversity Constraints
[arXiv] 2026-07-29 | Reconstructing Backpropagation from Forward Fluctuations in Noise-modulated Neural Networks
[arXiv] 2026-07-29 | Weak but Not Strong Asymptotic Testability
[arXiv] 2026-07-29 | Bayesian Graphical Models under Positivity Constraints: A Scalable generalized likelihood Approach
[arXiv] 2026-07-29 | Interpretable Image-Level Acne Severity Grading via EfficientNet-B0 Transfer Learning and Grad-CAM
[arXiv] 2026-07-29 | ForgetBench: Benchmarking Forgetting Dynamics of Long-Term Parametric Memory in Language Models
[arXiv] 2026-07-29 | ExplainBench: Evaluating Code Explanations from Agents
[arXiv] 2026-07-29 | Improved Bounds for Distinct Multiples in Intervals
[arXiv] 2026-07-29 | On the denseness of distal points
[arXiv] 2026-07-29 | How Do Researchers Manage Visualization Experiment Stimuli?
[arXiv] 2026-07-29 | Global Exponential Stabilization of the Kinematic Bicycle Model of a Car in Polar Coordinates
[arXiv] 2026-07-29 | Supersaturation in union-closed families of sets
[arXiv] 2026-07-29 | Fully distributed singularity-free prescribed-time stabilization of the continuous-time generalized adaptive Bellman-Ford algorithm
[arXiv] 2026-07-29 | Physics-informed Machine Learning Prediction of Hubbard Interaction Parameters
[arXiv] 2026-07-29 | A Mixed-Resonance Counterexample to the Lukic Conjecture
[arXiv] 2026-07-29 | When Fish Look Alike: Tracking Identities with Dual-branch Elasticity
[arXiv] 2026-07-29 | An Invertible Family of Hurwitz--Lerch Type Functions Associated with $k$-Augmented Centered Triangular Numbers
[arXiv] 2026-07-29 | A Lower Bound on the Sliced Wasserstein Comparison Constant for Translated Measures
[arXiv] 2026-07-29 | Registration-Grounded Spectral Fusion for Unregistered WLI/NBI Endoscopic Lesion Segmentation
[arXiv] 2026-07-29 | CaM-Wolf: Causal-Aware Multimodal Agents for Social Deduction Games
[arXiv] 2026-07-29 | Sensitivity and Differential Privacy in Metric Voting with Distortion below Three
[arXiv] 2026-07-29 | An ER-Model-Based Framework for Case Notion Selection in Object-Centric Processes
[arXiv] 2026-07-29 | Time-delay Control Using a New Nonlinear Adaptive Law for Cable-Driven Robots
[arXiv] 2026-07-29 | QUIC-TRIP: A Triple-Redundant Journey Toward Secure Substation Communications
[arXiv] 2026-07-29 | Resonant Fourier--Tree Factorisation for the Modified Lyons--Sidorova Conjecture
[arXiv] 2026-07-29 | World-Line Actions in Weyl Geometry
[arXiv] 2026-07-29 | TREA-Net: A Transferable Residual Epidemiological Adaptation Network for Dengue Incidence Forecasting
[arXiv] 2026-07-29 | Rotational equivariance and locality in data-driven subgrid-scale closures
[arXiv] 2026-07-29 | Network Verified NTN Positioning for 6G A Standards Oriented Survey of Hybrid TN NTN Localization
[arXiv] 2026-07-29 | Before Agents Speak: Pre-hoc Failure Risk Inference in Multi-Agent Systems
[arXiv] 2026-07-29 | Paleodetectors for neutrino signals from diverse Galactic stellar collapses
[arXiv] 2026-07-29 | A non-holomorphic P=W phenomenon
[arXiv] 2026-07-29 | Navigation driven by bidirectional information transmission between sensing and actuation
[arXiv] 2026-07-29 | Optimal Error Estimates of a Finite Element Method for Semilinear SPDEs with Additive Noise and Nonsmooth Initial Data
[arXiv] 2026-07-29 | CheckVLA: Execution-Time Verification with Action-Conditioned World Model for Long-Horizon Mobile Manipulation
[arXiv] 2026-07-29 | Fundamental group schemes of globally F-regular varieties
[arXiv] 2026-07-29 | Energetic Particle Acceleration and Transport: Interplanetary Coronal Mass Ejections and Shocks
[arXiv] 2026-07-29 | Characterisation at the HL-LHC of Long-lived Heavy Neutrinos in Gauge Extensions of the Standard Model
[arXiv] 2026-07-29 | Label and Recover Coherent Errors: Randomized Compiling Does Not Destroy Coherent-Error Information
[arXiv] 2026-07-29 | Multimodal fusion of visual and morphometric features for avian bone classification
[arXiv] 2026-07-29 | Global Sensitive-Based Input Shaping for UAV-Payload Precision Motion Control
[arXiv] 2026-07-29 | Dynamical phase retrieval for Schr{ö}dinger evolution on finite graphs
[arXiv] 2026-07-29 | The Internal Magnetic Field Structure of ICMEs in the Heliosphere
[arXiv] 2026-07-29 | Automated Multilabel Mpox Research Classification with Explainable Transformer Models
[arXiv] 2026-07-29 | Universality and Approximation Rates of Graph Neural Networks with Random Features
[arXiv] 2026-07-29 | The weak Harnack inequality and the rigidity of the anisotropic Trudinger's equation
[arXiv] 2026-07-29 | Visko Orbis 1.0: A Live Model for Real-Time Interactive Long Video Generation
[arXiv] 2026-07-29 | A Harmonic-Map Proof of Mostow Rigidity
[arXiv] 2026-07-29 | AgenticCANN: Automated Ascend C Operator Generation via Knowledge-Augmented Agentic Evolution
[arXiv] 2026-07-29 | Galvanic Vestibular Stimulation in Latent Space
[arXiv] 2026-07-29 | Fingerprint-Driven Automation: Coupling Reconnaissance with POC Verification
[arXiv] 2026-07-29 | FakeIDet3-DB: Refining Digital Attacks and Patch Extraction for Secure ID Benchmarking
[arXiv] 2026-07-29 | Equilibrium for Regular-Singular Control under Mean-Variance Criterion
[arXiv] 2026-07-29 | Guarding Organizations Against Malware Risk: A Novel Graph-Based Malware Detection Method
[arXiv] 2026-07-29 | NELSSA: A GPU-PNM Heterogeneous System for Mixed-Length LLM Serving via Length-based Request Placement
[arXiv] 2026-07-29 | Revisiting Lossy Verification in Speculative Decoding: Mechanisms, Trade-offs, and Failure Modes
[arXiv] 2026-07-29 | Pyramids and Extended Metric Measure Spaces
[arXiv] 2026-07-29 | Critical non-thermal fixed point and the dynamical condensation phase transition
[arXiv] 2026-07-29 | Dish Assembly Precision for HIRAX
[arXiv] 2026-07-29 | Outflow Behavior from the Transonic Advective Disks: A Hydrodynamical Simulation Study
[arXiv] 2026-07-29 | Forcing and duality-corrected contracts for volatility control
[arXiv] 2026-07-29 | Geometry of strong forces in continuum mechanics
[arXiv] 2026-07-29 | A Study on Online Mask-based Beamforming Using Per-channel Masking for Spatially Distributed Microphones
[arXiv] 2026-07-29 | A Degenerate Singlet-Triplet Qubit with All-Electrical Orthogonal Control
[arXiv] 2026-07-29 | Bayesian Plackett--Luce latent block models for ranked data
[arXiv] 2026-07-29 | Very Strong Irreversibility of Quantum Entanglement
[arXiv] 2026-07-29 | VidMap: Exploiting Temporal Structure for Video-Based Structure-from-Motion
[arXiv] 2026-07-29 | Inverse Learning of Latent Risk-Neutral Densities from Irregular Option Quotes
[arXiv] 2026-07-29 | A Photonic-CXL Memory Appliance for Scalable KV Cache Management in LLM Inference
[arXiv] 2026-07-29 | Robust quantum state certification and uncertainty principles for total influence
[arXiv] 2026-07-29 | GraphQAG: A Knowledge-Graph-Guided Visual Analytics Framework for Question-Answer Pairs Generation
[arXiv] 2026-07-29 | Reconfigurable Optical Platform for One-way Quantum Communication Complexity
[arXiv] 2026-07-29 | Some intuition for why cooperative systems "look 1-dimensional" and 2-cooperative systems "look 2-dimensional"
[arXiv] 2026-07-29 | Classical and Quantum MacWilliams Transforms as Spin Kinematics
[arXiv] 2026-07-29 | Improved Methods for Determining Quantum Error Correcting Code Performance and Fault Tolerance
[arXiv] 2026-07-29 | Momentum Structure of Superconductivity and Sublattice Effects from Quasiparticle Interference in CsV$_3$Sb$_5$
[arXiv] 2026-07-29 | A 'global' Perspective on the Differential Geometry of Wasserstein Spaces
[arXiv] 2026-07-29 | Log-Concavity of the First Eigenfunction on Horoconvex Domains in the Hyperbolic Plane
[arXiv] 2026-07-29 | Misalignment Has a Personality: A Big Five Account of Emergent Misalignment
