[2026-08-07 22:34:34] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-06
正在获取论文...
[arXiv] 2026-08-06 | Periods of E-operators
[arXiv] 2026-08-06 | Operating Multi-Node Full Fine-Tuning on NVIDIA B300: A Field Report on Telemetry-Based Triage, Negative Results, and Operational Hardening
[arXiv] 2026-08-06 | Dynamic scaling behavior in the presence of a periodic magnetic driving across Ising continuous transitions
[arXiv] 2026-08-06 | Effective Lagrangian regularity and the uniqueness threshold for random Hölder velocity fields
[arXiv] 2026-08-06 | Deep Generalised Mixed Models: a Novel Neural Network Structure for Analysing Hierarchical Data
[arXiv] 2026-08-06 | A Scale-Invariant Theory of the Universe
[arXiv] 2026-08-06 | Polynomial regression under a mixture of classical and Berkson errors
[arXiv] 2026-08-06 | Joint Multiple Imputation of Node Attributes and Network Ties in R
[arXiv] 2026-08-06 | QCD analytic coupling
[arXiv] 2026-08-06 | AppDeltaWorld: Transition-Grounded Delta Code World Model for Mobile GUI Agents
[arXiv] 2026-08-06 | The Vulnerability With No CVE: Managing Persistent Gaps Between Mandate and Authority in AI Coding Agents
[arXiv] 2026-08-06 | Information leakage from data revisions in retrospective forecasts
[arXiv] 2026-08-06 | To See a World in a Living Context: Unified Indoor-Outdoor Urban World Generation
[arXiv] 2026-08-06 | MAVISEG: Manifold Propagation and Visual Prototypes for Zero-Shot Open-Vocabulary Segmentation in Diffusion Transformers
[arXiv] 2026-08-06 | Linearisation, splitting property and homotopy algebras
[arXiv] 2026-08-06 | Robust priority-aware coverage optimization for aerial sensor networks
[arXiv] 2026-08-06 | Shape-Aware Oriented Bounding Box (OBB) to Horizontal Bounding Box (HBB) Conversion
[arXiv] 2026-08-06 | Cosmological Distance Measurements of High Redshift Blazars: OJ 248 (z=0.939) and 4C +38.41 (z=1.814)
[arXiv] 2026-08-06 | Investigating radio source population $\&$ spatial characteristics of diffuse Galactic synchrotron emission in the GAMA-23 field with uGMRT Band-3
[arXiv] 2026-08-06 | Translation Orders on Grids
[arXiv] 2026-08-06 | Computing Shear Viscosities from Molecular Dynamics Simulation: Comparing the OrthoBoXY Approach with the Green-Kubo Method
[arXiv] 2026-08-06 | 5G ISAC-Based UAV Detection and 3-D Tracking Using Uplink Sounding Reference Signals on an End-to-End O-RAN Simulation Testbed
[arXiv] 2026-08-06 | Photometric Distances for Metal-poor Giants and a Search for Hypervelocity Stars with LAMOST DR13 and Gaia DR3
[arXiv] 2026-08-06 | Energy-Guided Flow Matching
[arXiv] 2026-08-06 | When Self-Evolution Backfires: Pre-Commit Gating against Skill Contamination in LLM Agents
[arXiv] 2026-08-06 | Radio-FM: A Foundation Model for Radio Signal Representation Learning and Its Applications
[arXiv] 2026-08-06 | Anatomy of Spin--Orbit Torques in Monolayer Fe$_3$GeTe$_2$ and Fe$_3$GaTe$_2$: Insights from atomistic and momentum-space decompositions
[arXiv] 2026-08-06 | Activity Frames: Deterministic Screen-Activity Compilation for Agent Memory and Replay
[arXiv] 2026-08-06 | When Do Prompt-Side Agent Playbooks Transfer? Accuracy, Cost, and Runtime Shift in Agent Deployment
[arXiv] 2026-08-06 | A Unified Framework for Sample Complexity of Structured Quantum State Tomography under Noisy Observations
[arXiv] 2026-08-06 | An improved polynomial $χ$-bound for $\{P_5,C_5\}$-free graphs
[arXiv] 2026-08-06 | Spinor tunnelling amplitudes from all-order Feynman diagram summation
[arXiv] 2026-08-06 | DyPES-VLA: Learning Shared Dynamics Priors and Embodiment-Specific Control for Cross-Embodiment Manipulation
[arXiv] 2026-08-06 | Squarefree Matrix Formulas for the CWR Invariant of Alternating Knots and Links
[arXiv] 2026-08-06 | A Universal Control Budget for First-Passage Kinetics
[arXiv] 2026-08-06 | PyOMES: an open-source framework for biochemical process modelling
[arXiv] 2026-08-06 | Universality in random graphs via optimal linking systems: trees and beyond
[arXiv] 2026-08-06 | On generalised d'Alembert-type integral representations for damped wave equations on the quarter-plane
[arXiv] 2026-08-06 | CalibForge: Adversarial Solver Calibration for Scaling Learnable Terminal Tasks
[arXiv] 2026-08-06 | TRAJDEBUG: Tracing Error Lifecycle to Identify Critical Failures in Long-Horizon Agent Trajectories
[arXiv] 2026-08-06 | A Regression-Based Framework for the ACF, PACF, Durbin-Levinson Recursion, and One-Step-Ahead Prediction
[arXiv] 2026-08-06 | Domain Characterizations of Strong Commutativity\break of Unbounded Self-Adjoint Operators
[arXiv] 2026-08-06 | Benchmarking the Benchmarks: Evaluating Benchmarks for Conversational Agents
[arXiv] 2026-08-06 | The good reduction of generalized Kummer surfaces in the non-supersingular case
[arXiv] 2026-08-06 | An open-source framework for predicting ultrasound neuromodulation: bridging tissue elastomechanics and neuron firing dynamics
[arXiv] 2026-08-06 | Strong Zeeman effects in the Fe I 5434.5 Å line observed in a sunspot on August 17, 2024
[arXiv] 2026-08-06 | Three-layer water flows: Dirichlet-Neumann operators and approximations
[arXiv] 2026-08-06 | Does FLAIR super-resolution erase or hallucinate small white-matter lesions?
[arXiv] 2026-08-06 | Noncrossing Combinatorics, the Full Twist, and Decategorification of Knot Invariants
[arXiv] 2026-08-06 | Circular sorting in the alternating group
[arXiv] 2026-08-06 | AMSB in Truly Confining Gauge Theories
[arXiv] 2026-08-06 | New central $q$-binomial identities
[arXiv] 2026-08-06 | Gryphon-v2: One Model in Place of a Cascade - Generate-and-Rank Recommender with Rollout Distillation
[arXiv] 2026-08-06 | On the Figures of Merit for Quantum Software Security: Toward a Benchmarking Rubric
[arXiv] 2026-08-06 | Twist-angle Control of Nonlinear Interference in a ZnO Nanowire/Monolayer WSe$_2$ Hybrid Structure
[arXiv] 2026-08-06 | Impact of Nonlinearities on Local Kinetic and Thermokinetic Uncertainty Relations in Bosonic Transport
[arXiv] 2026-08-06 | Alternating Levenberg-Marquardt Training of Physics-Informed Neural Networks with Fourier-Enhanced Features
[arXiv] 2026-08-06 | Interface Engineering of Helium Confinement in Argon-Preplated MCM-41 Nanopores
[arXiv] 2026-08-06 | NeSy-RAG: Neuro-Symbolic RAG for Explainable Question Answering
[arXiv] 2026-08-06 | Evaluating the influence of treatment-effect heterogeneity on discrimination
[arXiv] 2026-08-06 | Potential Matching Optimal Transport: Continuous Normalizing Flows for Exact $p$-Wasserstein Dynamics
[arXiv] 2026-08-06 | Hybrid Weyl Subconvexity over Imaginary Quadratic Fields
[arXiv] 2026-08-06 | Relative modular categories from $\mathfrak{osp}(2 \vert 2n)$
[arXiv] 2026-08-06 | Stability of kernel bundles on projective bundles over curves
[arXiv] 2026-08-06 | A Tale of Two Compact Bosons
[arXiv] 2026-08-06 | How Far Do Simple Transformations Translate Across Text Embedding Models?
[arXiv] 2026-08-06 | Generalised Gauss--Kuzmin Distribution for Klein sails in $\mathbb R^3$
[arXiv] 2026-08-06 | Patient Pose Assessment Using a CT-Based Framework for Synthetic Data Generation
[arXiv] 2026-08-06 | Entanglement Scaling and Full Counting Statistics in Excited States of Two-Dimensional Rotating Fermions
[arXiv] 2026-08-06 | Minimal Cayley graphs with large chromatic number
[arXiv] 2026-08-06 | Vibe Compiler: A Research-Logic Synthesis Tool That Runs without Prompt Engineering -Toward Enhancing Metacognition for Sustaining Agency in the Age of Generative AI-
[arXiv] 2026-08-06 | Average analytic rank for the $L$-functions of the elliptic curves $y^2=x^3-dx$
[arXiv] 2026-08-06 | Hybrid-Adaptive Thread Tuning to Mitigate Simulation Execution Bottlenecks in High-Performance Reinforcement Learning Inference
[arXiv] 2026-08-06 | EpiBench: Can LLMs Understand Epitopes for Antibody Drug Discovery?
[arXiv] 2026-08-06 | Restrictions on the Betti tables of licci ideals
[arXiv] 2026-08-06 | About finite differential tropical basis for linear ODE's
[arXiv] 2026-08-06 | Scalar Hair at the String-Black-Hole Correspondence
[arXiv] 2026-08-06 | Wan-Animate-2: Pushing the Application Boundaries of Character Animation
[arXiv] 2026-08-06 | Universal Concept Disruption for SAM3 Image Segmentation
[arXiv] 2026-08-06 | Temporal Bridges for Spatial Resolution: Enhancing Climate Data Super-Resolution with Bidirectional Alignment
[arXiv] 2026-08-06 | Exact DC Representation of Multi-Tier Offloading Product in SAGINs via Quantifier Elimination
[arXiv] 2026-08-06 | A Modular Workflow for Multimodal Reading Experiments
[arXiv] 2026-08-06 | The SPACE Program II: No discernible spectral features in the transmission spectrum of the sub-Neptune HD 191939 b observed with HST/WFC3
[arXiv] 2026-08-06 | ASE2SPRKKR: a unified Python framework integrating the Spin-Polarized Relativistic Korringa-Kohn-Rostoker method into the Atomic Simulation Environment
[arXiv] 2026-08-06 | Stabilizer Design for Policy Iteration in Stochastic Linear Quadratic Control: A Spectrum-Assignment Approach
[arXiv] 2026-08-06 | Impact of dimension-8 SMEFT operators on baryogenesis via sphaleron decoupling
[arXiv] 2026-08-06 | GAUGE: A Measurement-Grounded Benchmark for Physical Fidelity in Simulation Engines and Video World Models
[arXiv] 2026-08-06 | On a spectral booksize problem fo non bipartite graphs
[arXiv] 2026-08-06 | Respect Your Zero-Shot Uncertainty: Conservative Calibration for Test-Time-Adapted Vision-Language Models
[arXiv] 2026-08-06 | Topic Matters: How Linguistic Properties can Shape Reading Behaviour in Selective Exposure Studies
[arXiv] 2026-08-06 | Boundary layer analysis for the 2D chemotaxis-Navier-Stokes system with logarithmic sensitivity, Part I: Well-posedness
[arXiv] 2026-08-06 | Polarization-Conditioned Fourier-enhanced DeepONet for Electric Field Reconstruction from EFISH Measurements
[arXiv] 2026-08-06 | Landscape of incompressible crystals of hard-core bosons on the square-kagome lattice
[arXiv] 2026-08-06 | Local-Global Feature Mixer and Trend-Guided Consistent Learning for Remaining Useful Life Prediction of Rotating Machinery
[arXiv] 2026-08-06 | Exact Anchoring and a Dualization-Based Matheuristic for Bi-Level Dual-Defense Network Interdiction
[arXiv] 2026-08-06 | Expertise-Based Developer Assignment for Long-Term Software Components in Open-Source Projects
[arXiv] 2026-08-06 | Mapping Armenian Paris: Extracting and Geocoding Commercial Advertisements from the 20th-Century Diaspora Press
[arXiv] 2026-08-06 | MMAligner: Safeguarding Multimodal Large Language Models through Representation Calibration
[arXiv] 2026-08-06 | One-dimensional Dirac modes in the core of a pentagonal topological crystalline insulator nanowire
[arXiv] 2026-08-06 | Rotational spectra and de-perturbation analysis for ground state ytterbium oxide, YbO
[arXiv] 2026-08-06 | From Value Bounds to Policy-Distance and Active-Face Certificates: Same-Grid Duality for Constrained Dynamic Portfolios
[arXiv] 2026-08-06 | Tuning the Optoelectronics of Mixed-Semiconductors through the interplay of Quantum confinement and Stoichiometry Engineering
[arXiv] 2026-08-06 | Exploration of Exoplanet Atmospheres with the James Webb Space Telescope
[arXiv] 2026-08-06 | Beyond Feature Importance: A Comparative Analysis of Pattern Detection Methods in Cluster Interpretation
[arXiv] 2026-08-06 | The Berry--Esseen Estimate in the Free Central Limit Theorem
[arXiv] 2026-08-06 | Seeing Is Not Deciding: Can Multimodal LLMs Act as Effective CEOs?
[arXiv] 2026-08-06 | True and Quasi Long-Range Order in Malthusian Flocks
[arXiv] 2026-08-06 | Vanishing capillary limit for compressible Navier-Stokes-Korteweg system in a bounded interval with large initial data
[arXiv] 2026-08-06 | DTRNet: Dual Text-Radical Decoding for Handwritten Chinese Text Recognition with Faked Character Detection
[arXiv] 2026-08-06 | Asymptotic Expansion of the Kallianpur-Striebel Formula under Perturbations of Linear Models
[arXiv] 2026-08-06 | Quadratic Degree Sequence Optimization and the Critical Roots of a Graph
[arXiv] 2026-08-06 | Decomposed Entailment for Factuality Checking and Hallucination Detection
[arXiv] 2026-08-06 | M$^3$R-Bench: A Unified Benchmark for Evidence-Grounded Multimodal Metaphor Understanding
[arXiv] 2026-08-06 | GeV γ-ray emission in the star-forming region S140
[arXiv] 2026-08-06 | STAIL: Semantic Text-Anchored Incremental Learning for Medical Imaging via Large Language Models
[arXiv] 2026-08-06 | Vorch-Omni: Multi-Task Orchestration of Sight and Sound
[arXiv] 2026-08-06 | Information--Theoretic Black Hole Entropy II: Infrared Gravity and Charged/Rotating Extensions
[arXiv] 2026-08-06 | How Loud Must a Neutron-Star Merger Be to Reveal Its Equation of State?
[arXiv] 2026-08-06 | ChainClaw: A Layered Agent Framework for Reliable On-Chain Execution
[arXiv] 2026-08-06 | Onsager-variational-principle-based Lattice Boltzmann Model For Three-phase Dielectric Fluid Flows
[arXiv] 2026-08-06 | NestyNet. II. Coherent Function-Space Posteriors from Scientific Neural Surrogates (or How to Avoid Expensive MCMC)
[arXiv] 2026-08-06 | Frobenius-orbit slicing and uniform elimination of positive-dimensional singular loci
[arXiv] 2026-08-06 | A Streamer Driving Misalignment in the Circumtriple Disk of GW Ori
[arXiv] 2026-08-06 | Improving the Realism of Synthetic Clinical Benchmarks Under Utility Constraints
[arXiv] 2026-08-06 | MetaboLLM: a metabolomics-specialized large language model for biochemical knowledge integration and predictive metabolite graph construction
[arXiv] 2026-08-06 | Maximizing directed cycles in tournaments
[arXiv] 2026-08-06 | Compactification Independence of the Irregular Hodge Filtration on Deligne-Mumford Stacks
[arXiv] 2026-08-06 | From Passive Mirrors to Active Agents: Holonic Digital Twins for Physical AI over Networks
[arXiv] 2026-08-06 | TS-RAG: Retrieval Augmented Generation for Time Series Forecasting
[arXiv] 2026-08-06 | Nonsofic wreath products of residually finite groups
[arXiv] 2026-08-06 | Robot Learning from Human Demonstrations: Handwritten Alphabet Trajectories and Human-Likeness Evaluation
[arXiv] 2026-08-06 | Geometric closure of classical nucleation theory for magnetic-field-controlled nanoparticle size across magnetic classes
[arXiv] 2026-08-06 | Continual Learning in Transition
[arXiv] 2026-08-06 | Veiled in Starlight: Impacts of Stellar Contamination on Retrievals of TRAPPIST-1f's Atmospheric Composition
[arXiv] 2026-08-06 | They Won't Be Giants: Missing Metal-Rich RGB Stars in Gaia Data Indicate Truncated Stellar Evolution
[arXiv] 2026-08-06 | Using LLMs to Detect Growth in Computational Thinking in Introductory Physics
[arXiv] 2026-08-06 | Numerical Model of a Multiple-Input-Multiple-Output Distributed Acoustic Sensing System with Joint Phase and Birefringence Estimation
[arXiv] 2026-08-06 | Mira variable stars in the galactic bulge and halo
[arXiv] 2026-08-06 | From expansion to collapse: Bubble and continuum multiscale modeling in open-system magmas
[arXiv] 2026-08-06 | SAGA: Score-Weighted Adaptive Generation Alignment for Low-Resource Nordic Language Models
[arXiv] 2026-08-06 | The Structure of Spreading on Temporal Networks
[arXiv] 2026-08-06 | Vanishing viscosity limit to two interacting shocks from the same family for the compressible Navier-Stokes equations
[arXiv] 2026-08-06 | Approximating spin systems on planar graphs
[arXiv] 2026-08-06 | Routing Is Least Learnable Where It Is Most Valuable: Bounds on Representation Routing for Web Agents
[arXiv] 2026-08-06 | Neural Flux Attachment: From Bose Condensates to Chiral Topological Matter
[arXiv] 2026-08-06 | Majority Dynamics on Resampled Sparse Erdős--Rényi Graphs: Gaussian Winner Selection and Pace to Unanimity
[arXiv] 2026-08-06 | Learning Globally Reusable Skills for Coding Agents
[arXiv] 2026-08-06 | Reducing belief in conspiracy theories as they unfold using large language models
[arXiv] 2026-08-06 | Transport coefficients in hard-sphere fluids: thermodynamic versus kinetic descriptions
[arXiv] 2026-08-06 | Decolonizing Linguistic Policies in Automated Speech Recognition: A Framework for Cross-Culturally Competent Speech AI
[arXiv] 2026-08-06 | LLM Inference Under Bursty Workload Distribution: Modifying the WAIT Algorithm
