[2026-09-02 23:53:00] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-01
正在获取论文...
[arXiv] 2026-09-01 | It Takes Two to Match: Co-Evolving Generative Retriever with Reinforcement Learning
[arXiv] 2026-09-01 | Shape Optimization and Bernoulli Free Boundary Problems for the Riemannian $p$-Laplacian
[arXiv] 2026-09-01 | WiseSpec: Requirements-Driven Agents for Code Generation
[arXiv] 2026-09-01 | Hodge--Tate splitting and Akizuki--Nakano vanishing in positive characteristic
[arXiv] 2026-09-01 | BiMTokenizer: Preserving Semantic-Acoustic Balance in Low-Bitrate Speech Tokenization via Bidirectional State-Space Modeling
[arXiv] 2026-09-01 | Delay-Doppler Sensing Performance Analysis for MIMO-OFDM ISAC Systems
[arXiv] 2026-09-01 | Iso-$μ/T$ holographic entropy and its attractor for a strongly coupled quantum fluid
[arXiv] 2026-09-01 | Higgs-Demailly System and Positivity of Higgs Bundles
[arXiv] 2026-09-01 | GenONet: A Generative operator Network for High-Resolution Precipitation Nowcasting
[arXiv] 2026-09-01 | Optimal Uniform Pricing for Multi-Interval Dispatch without Make-Whole Uplifts
[arXiv] 2026-09-01 | Projected Gradient Method on Hadamard Manifolds
[arXiv] 2026-09-01 | Exploring Nonlinear Body Oscillations for Natural Quadruped Gaits
[arXiv] 2026-09-01 | Singular Cholesky Fibers over Finite Fields
[arXiv] 2026-09-01 | DeSyR: A Decoupled Symbolic Recovery Framework with PINN-Guided Structure Search and Physics-Informed Coefficient Refinement
[arXiv] 2026-09-01 | Transferable End-to-End Optimization for Indirect Long-Term Memory Poisoning in LLM Agents
[arXiv] 2026-09-01 | Soft-Argmax for the Projective Plane via the Veronese Embedding
[arXiv] 2026-09-01 | Optical-Phonon-Enabled Large Lattice Thermal Conductivity Anisotropy in Hexagonal Perovskites Cs$BX_3$ ($B$ = Mg, Cd; $X$ = Cl, Br, I)
[arXiv] 2026-09-01 | Some explorations of Kirchhoff dynamics
[arXiv] 2026-09-01 | CoVer: Conflict-Aware Claim Verification
[arXiv] 2026-09-01 | UniScale: Exploring Unimanual Gesture Mapping Strategies for Gaze+Pinch-based Scaling Interaction
[arXiv] 2026-09-01 | Large Exchange Magnetostriction in a Kagome Antiferromagnet at Room Temperature
[arXiv] 2026-09-01 | Using LLMs to Elicit Security Requirements for Service-Oriented Cyber Ranges
[arXiv] 2026-09-01 | Reissner-Nordstrom in the Bertotti-Robinson-Bonnor-Melvin electromagnetic field
[arXiv] 2026-09-01 | Towards reliable multimodal disaster severity assessment through preference optimization and explainable vision-language reasoning
[arXiv] 2026-09-01 | MemoryWalker: Stop Training Agents on Contexts They Never Saw
[arXiv] 2026-09-01 | Assessment of Numerical Lift Coefficient Data for a Circular Cylinder with Application to Bladeless Turbines
[arXiv] 2026-09-01 | Ontic and epistemic states in the theory of spacetime-local beables
[arXiv] 2026-09-01 | Towards Generalizable Visually Grounded Exploration of Household Devices
[arXiv] 2026-09-01 | Replacing Training with Memory: Listwise Selection for Text-to-SQL
[arXiv] 2026-09-01 | Krasner Completions of Filtered Bands
[arXiv] 2026-09-01 | One Policy, Any Budget: Internalizing Budget-Aware Search via Reinforcement Learning
[arXiv] 2026-09-01 | Effective Interventions Against AI-Enhanced Scams
[arXiv] 2026-09-01 | SFAD: Speculative Factuality-Aware Decoding
[arXiv] 2026-09-01 | High-Rank Encoding Can Improve Approximate Quantum Error Correction
[arXiv] 2026-09-01 | Extension of valuation rings as limits of complete intersection algebras
[arXiv] 2026-09-01 | A Unified Mechanistic Analysis of Knowledge- and Safety-Based Refusals
[arXiv] 2026-09-01 | Can Large Language Models Forecast What Researchers Study Next?
[arXiv] 2026-09-01 | Heard but Not Heeded: Paralinguistic Information Encoding and Loss in Audio-Language Models
[arXiv] 2026-09-01 | Efficiently classifying shocks in complex systems requires dormant reporters
[arXiv] 2026-09-01 | On the Aleksandrov--Bakelman--Pucci estimates for the weighted $1$-Laplacian
[arXiv] 2026-09-01 | ChatDev 2.0: A No-Code Multi-Agent Platform for Developing Everything
[arXiv] 2026-09-01 | SoK: Motion Data Privacy in Extended Reality
[arXiv] 2026-09-01 | MUGEN: Generating Unlearnable Graph Examples for Multiple Learning Tasks
[arXiv] 2026-09-01 | Narrow-Sense Type-III Dirac Cones and Additional Flat Lines on a Honeycomb Lattice with Anisotropic Next-Nearest-Neighbor Hoppings
[arXiv] 2026-09-01 | Boundary behavior and optimal pointwise Hölder exponent of the total local time of $(1+β)$-stable super-Brownian motion
[arXiv] 2026-09-01 | SCoNE: Selective Context-aware Neuron Editing for Robust Retrieval-Augmented Generation
[arXiv] 2026-09-01 | Creative Generation via Multi-Agent Debate: Does Debate Suppress Diversity?
[arXiv] 2026-09-01 | Triple-Bottom-Line Sustainability of Language Models for Edge AI: A Comparison Between SLMs and Quantized LLMs
[arXiv] 2026-09-01 | Drift-Aware LLM Routing with Sparse Contexts and Shared Budgets
[arXiv] 2026-09-01 | Self-Reports Are Not Verification: Environment-Grounded Auditing of LLM Operators in Evolutionary Search
[arXiv] 2026-09-01 | IMU-Aided Correction of Orientation-Induced Ranging Error in Bluetooth Channel Sounding on Commercial Hardware
[arXiv] 2026-09-01 | Induced Embeddings of Graphs into Abelian Cayley Graphs
[arXiv] 2026-09-01 | CRSF: Collusion-Resilient Privacy-Preserving Sensor Fusion with Byzantine-Robust Participation
[arXiv] 2026-09-01 | CaRL-EM: Cost-Aware Reinforcement Learning for Entity Matching with LLMs
[arXiv] 2026-09-01 | When Metropolis and Hastings Meet Bradley and Terry: Exact MCMC From Preference Voting
[arXiv] 2026-09-01 | The Interlingua Hypothesis: LLMs Translate via a Latent Task-agnostic Feature Space
[arXiv] 2026-09-01 | The $\mathrm{FK}_3$ knot polynomial
[arXiv] 2026-09-01 | Keller sequences of exact $\infty$-categories
[arXiv] 2026-09-01 | Probing Factual Knowledge Transfer with Training Data Interventions
[arXiv] 2026-09-01 | Modelpedia: A Catalog of Model Findings for the Meta-Science of AI
[arXiv] 2026-09-01 | A Checklist to assess the energy and carbon impacts of ML/AI applications in Earth System Modeling
[arXiv] 2026-09-01 | Ctrl-F-Resist. Practices, Challenges, and Technical Needs of Civil Society Organizations Monitoring the Far-Right Online
[arXiv] 2026-09-01 | Double cluster swapping for spin models: Pfaffian relations and sharpness
[arXiv] 2026-09-01 | PyDoseRT Proton: A GPU Pencil-Beam Engine with a Convolutional Residual-Correction Network for Fast Proton Dose Calculation
[arXiv] 2026-09-01 | On Braided Differential Calculi and Quantum G-structures
[arXiv] 2026-09-01 | Consensus-based optimization for linearly separable functions
[arXiv] 2026-09-01 | Nonabelian Chabauty for the Thrice-punctured Line over Cyclotomic Fields
[arXiv] 2026-09-01 | $\texttt{BilbyFlow}$: user-friendly neural posterior estimation for gravitational-wave astronomy
[arXiv] 2026-09-01 | Exceptional Points in Photonics: From Non-Hermitian Physics to Applications
[arXiv] 2026-09-01 | Sharp embeddings between quasi-Banach Besov spaces and shallow ReLU variation spaces
[arXiv] 2026-09-01 | Efficient SWE Agent Benchmarking via Trajectory-Aware Evaluation
[arXiv] 2026-09-01 | PopPert: Population-level Joint-Distribution Modeling for Single-Cell Perturbation Prediction
[arXiv] 2026-09-01 | Exact Risk-Complexity Laws for Projective Boundaries in Scenario Optimization and Distribution-Free Certification
[arXiv] 2026-09-01 | Constructive Port-Hamiltonian Energy Shaping Design of Dispatchable Virtual Oscillators in Grid-Forming Converters
[arXiv] 2026-09-01 | Collision-based logic in Lenia and its composition boundary
[arXiv] 2026-09-01 | Validating a BDT-based Electron-Positron Identification Algorithm at CLAS12 with Experimental Data
[arXiv] 2026-09-01 | Mass Bounds for Confined Area-Minimizing Minimal Surfaces
[arXiv] 2026-09-01 | Matched Queries for Curvature and Density at Branching Junctions
[arXiv] 2026-09-01 | One-Layer Transformer Provably Learns Multiclass One-Nearest Neighbor in Context
[arXiv] 2026-09-01 | The Constitutional Coverage Trilemma in AI Governance
[arXiv] 2026-09-01 | AI and the Economy: An Economic Examination of Production, Distribution, Firms, Labor, and Welfare
[arXiv] 2026-09-01 | Ricci curvature for fluid models on the torus via Zeitlin's quantization
[arXiv] 2026-09-01 | Tunneling characteristics of twisted double bilayer graphene heterostructures
[arXiv] 2026-09-01 | Ready to Speak: Aligning LLMs for TTS-Friendly Text Generation
[arXiv] 2026-09-01 | First tomographic measurements of the angular clustering and bias of photometric quasars from S-PLUS
[arXiv] 2026-09-01 | Interferometry reveals spin-singlet fractional quantum Hall edges in graphene
[arXiv] 2026-09-01 | A Projection Identity for Simplices Sharp Inequalities, Converse Results, and Affine Projections
[arXiv] 2026-09-01 | Freshness-Aware Constrained Sensing-Aided Beam Prediction with Knowledge Distillation
[arXiv] 2026-09-01 | S$^2$Prune: Spatially Structured Visual Token Pruning for Multimodal Large Language Models
[arXiv] 2026-09-01 | REFACTOR-VLA: Unsupervised Library Learning of Typed Motor Programs
[arXiv] 2026-09-01 | Geometric Fixed-Time Sliding Mode Control for Constrained Attitude Tracking on $\mathrm{SO}(3)$
[arXiv] 2026-09-01 | Who Judges the Judges? A Chinese Safety QA Benchmark for Evaluating LLM Responses and Safety Judges
[arXiv] 2026-09-01 | Identification of Compositional Risks in Data Protection Impact Assessments and Beyond
[arXiv] 2026-09-01 | FinLifeBench: Exhaustive Life-Event History and Financial-State Reconstruction from Longitudinal Banking Dialogue
[arXiv] 2026-09-01 | Angular power spectrum of induced gravitational waves: breaking model and parameter degeneracies in PTA observations
[arXiv] 2026-09-01 | Verification of $K$- and Infinite-Step Strong/Weak Anonymity Using Concurrent Compositions
[arXiv] 2026-09-01 | Low-threshold vortex lasing in three-dimensional cavities via flatband bound states in the continuum
[arXiv] 2026-09-01 | Classic AI Scaffolding for LLM Social Agents
[arXiv] 2026-09-01 | Early Warning Signals Can Vanish or Amplify: Dimensionality in Complex Systems
[arXiv] 2026-09-01 | Peirce Stability of Null Polynomials and a Sharp Radical Bound for Finite Rings
[arXiv] 2026-09-01 | Partially Observed Mean Field Games Without Perfect Recall: Optimality Conditions and Equilibria
[arXiv] 2026-09-01 | Uncovering Understanding-Generation Synergy in Native Unified Multimodal Models: From Representation, Task to System
[arXiv] 2026-09-01 | Uniform stability of expanding simple waves for Euler--Poisson--Boltzmann: a singular compensation approach
[arXiv] 2026-09-01 | The JWST Emission Line Survey (JELS): A narrow-band determination of the H$α$ Luminosity Function and Cosmic Star Formation into the Epoch of Reionization
[arXiv] 2026-09-01 | SpatialGuard: Harness-Guided Verifiable Spatial Reasoning for Text-to-Image Generation
[arXiv] 2026-09-01 | A Proof of Fraenkel's Conjecture
[arXiv] 2026-09-01 | Evaluating Usability in Biomedical Visualization: Rethinking Heuristic Evaluation for Spatial Omics and Multidisciplinary Research Platforms
[arXiv] 2026-09-01 | Selective Agent Guidance via Entropy: Learning Autonomous Policies from Imperfect VLM Teachers
[arXiv] 2026-09-01 | Hypersurfaces of constant higher order mean curvature in hyperbolic space with prescribed asymptotic boundary at infinity
[arXiv] 2026-09-01 | A Mathematical Theory of Reusable Neural Bases for Network Compression
[arXiv] 2026-09-01 | Irreducibility and regularisation properties of Gaussian quantum Markov semigroups
[arXiv] 2026-09-01 | Stability of the Riemannian positive mass theorem for spin manifolds
[arXiv] 2026-09-01 | A Constrained Kuramoto Gradient-Flow System Can Perform High-Accuracy Finite-Time Inference
[arXiv] 2026-09-01 | Generalized Semi-Infinite Programming for Robust Optimal Control with Decision-Dependent Uncertainty
[arXiv] 2026-09-01 | Quantum Sparse Autoencoders for Q-Matrix Estimation in Cognitive Diagnosis
[arXiv] 2026-09-01 | First-principles optical response of shock-compressed LiF: Quasiparticle, excitonic, and ionic-temperature effects
[arXiv] 2026-09-01 | Benchmarking Spatial, Spectral, and Self-Supervised Cues for Face Forgery Detection under Realistic Degradation
[arXiv] 2026-09-01 | Data-Driven Case Study of gNB Placement Optimization in a Private Indoor 5G Testbed
[arXiv] 2026-09-01 | Rethinking Learnability in Offline Data-driven Optimization
[arXiv] 2026-09-01 | Faster Convergence of Multidimensional Approximate Agreement via Smallest Enclosing Balls
[arXiv] 2026-09-01 | Jet creation and wave energy dissipation by a submerged elastic plate
[arXiv] 2026-09-01 | Superconducting diode effect from field-induced $s+if$ pairing in Ising superconductors
[arXiv] 2026-09-01 | Mobile Backscatter Communication for the Battery-less Internet of Things
[arXiv] 2026-09-01 | Gromov-Hausdorff Stability and Rigidity of manifolds via Heisenberg-Pauli-Weyl Uncertainty Principle
[arXiv] 2026-09-01 | Confluence relations for $q$-analogues of multiple zeta values
[arXiv] 2026-09-01 | Lagrangian varieties from $q$-matrix models
[arXiv] 2026-09-01 | Global representations of algebras with a near-unanimity term
[arXiv] 2026-09-01 | Learning Sparse Decision Trees via Transformer Variational Auto-Encoders
[arXiv] 2026-09-01 | Pix2Rep-v2: Data-Efficient Representation Learning for Dense Medical Imaging Applications
[arXiv] 2026-09-01 | Accelerated primal--dual dynamics and algorithms for convex optimization with nonlinear inequality constraints
[arXiv] 2026-09-01 | Flip-graph non-convexity for once-punctured polygons
[arXiv] 2026-09-01 | Blackbox Small-Signal Modeling of Grid-Connected Inverters in Asymmetrical Power Grids
[arXiv] 2026-09-01 | On the Reliability of Generative Augmentation: A Wasserstein-Based Theoretical and Empirical Study
[arXiv] 2026-09-01 | A Scalable Framework for Simultaneously Optimizing Damper Positions and Viscosities
[arXiv] 2026-09-01 | Cell size and confinement drive asymmetric cell division through a cortical instability
[arXiv] 2026-09-01 | Multimodal RGB-Infrared Combination for UAV-Based Wildfire Segmentation: A Comparative Study on FLAME3
[arXiv] 2026-09-01 | Exact curve counting of given word length on the once-punctured torus
[arXiv] 2026-09-01 | Satellite Swarms for Direct-to-Cell Networks: A Distribution-Performance Trade-off Analysis
[arXiv] 2026-09-01 | Diffusion Based Unpaired Data Learning for Inverse Problems
[arXiv] 2026-09-01 | Disproving the Greedy Superstring Conjecture
[arXiv] 2026-09-01 | Antiresonances of Wannier-Stark ladders in Su-Schrieffer-Heeger lattices
[arXiv] 2026-09-01 | Harness-of-Harness: Multi-Day Autonomous Software Development with Continual Improvement
[arXiv] 2026-09-01 | Polished but Unresolved: Identifying Late-Stage Pressure States in Long-Horizon Tool-Use Agents
[arXiv] 2026-09-01 | UI-VISA: U-Net Initialized Vascular Image Segmentation Architecture
[arXiv] 2026-09-01 | When Safety Routing Breaks: Understanding Alignment Fragility under Benign Fine-Tuning
[arXiv] 2026-09-01 | AGN X-ray coronae at high luminosity: A broadband study of RBS 229 and PG 1407+265
[arXiv] 2026-09-01 | H II region filling factors in NGC 628: Luminosity-size relation and connection with polycyclic aromatic hydrocarbon emission
[arXiv] 2026-09-01 | Differentially Private Paired Table-Image Multimodal Synthesis
[arXiv] 2026-09-01 | Connecting radio pulsars, magnetars, and XDINSs in a unified evolutionary framework using simulation-based inference
[arXiv] 2026-09-01 | Better Situational Awareness in AR-HRC? A Comparative Study of Augmented Reality and Mobile Interfaces for Human-Robot Collaboration
[arXiv] 2026-09-01 | Singularities of star cluster algebras
[arXiv] 2026-09-01 | Common neighbour conjectures for Saxl graphs fail at every base size
[arXiv] 2026-09-01 | Latent Recurrent Thoughts: Recurrent Refinement of Proposed Latents for Reasoning with Frozen LLMs
[arXiv] 2026-09-01 | Accelerating Reinforcement Learning via MPC Solver-Gradient Guidance for Weights-varying MPC
[arXiv] 2026-09-01 | Direct Optimization of a 3D Finite-Source Reflector via Neural-Network Parameterization
[arXiv] 2026-09-01 | Vision-Language-Guided Pseudo-Labels for Unsupervised Domain Adaptation in Semantic Segmentation for Waste Sorting
[arXiv] 2026-09-01 | Poisson-Gamma Dynamical Systems with Time-varying Transition Dynamics
[arXiv] 2026-09-01 | Prediction-Robust Service Deployment with Capacity-Aware Edge Admission
